reward,loss,ep
98.8903803131991,28596.32195068044,1
98.93288590604027,26713.46858383811,2
98.97203579418344,2629.563317310295,3
98.8668903803132,142.56211303065987,4
98.87472035794184,53.494785077729546,5
98.91387024608501,36.16152643310366,6
98.90715883668902,26.347397242537916,7
98.89821029082775,22.657681539166152,8
98.9351230425056,14.76761305568745,9
98.92281879194631,19.2101851118529,10
98.93847874720359,19.850477659786847,11
98.8937360178971,18.326893128361576,12
98.92729306487695,21.546775515233108,13
98.93400447427292,18.541619553738393,14
98.92617449664431,19.81395511389306,15
98.9082774049217,8.894014783705659,16
98.88031319910515,9.927830874412061,17
98.90939597315436,14.172081498276077,18
98.8523489932886,17.44863099509452,19
98.90268456375838,19.629535576979524,20
98.8523489932886,9.340512235274797,21
98.96196868008947,9.895359131766433,22
98.88926174496645,21.311703518832832,23
98.90044742729306,6.301943807537893,24
98.89597315436242,11.005710728769943,25
98.91722595078299,9.076881333081493,26
98.92393736017898,6.522871989430464,27
98.88255033557049,10.579764572775982,28
98.91387024608501,9.084930236639417,29
98.8993288590604,6.383076468286289,30
98.93400447427292,10.770431887474185,31
98.92058165548099,6.139192853419632,32
98.88814317673378,6.933422360271426,33
98.9284116331096,8.26591801519144,34
98.89485458612974,6.098949204132049,35
98.84228187919462,10.409936419577614,36
98.8612975391499,9.289487290586322,37
98.93176733780761,9.26070041730193,38
98.93959731543625,8.845070934135109,39
98.87919463087248,7.862059293703441,40
98.94295302013423,6.753829152285377,41
98.85906040268458,10.247067757291582,42
98.89485458612974,7.412064063368539,43
98.94854586129753,7.1357900792833355,44
98.9351230425056,5.121530837469421,45
98.93736017897093,6.707804103309394,46
98.92953020134227,6.203833529978448,47
98.9373601789709,8.66377258270764,48
98.95973154362416,7.131590112218885,49
98.94183445190156,6.470376111725791,50
98.90380313199104,6.766313124409995,51
98.91834451901566,8.350105750373443,52
98.88031319910515,6.260737300927347,53
98.95413870246085,8.626576930473348,54
98.90492170022371,4.772483457381677,55
98.88478747203578,6.9483351191808955,56
98.86800894854586,7.7481128787856575,57
98.91610738255032,6.79829330451976,58
98.89932885906039,4.351153823223492,59
98.93288590604027,4.899907689212843,60
98.90156599552573,7.846187637477051,61
98.89038031319912,5.992636321025856,62
98.87919463087248,5.411225758586,63
98.87807606263982,9.719930499467518,64
98.96979865771812,4.053459364302487,65
98.92729306487695,7.845335462190633,66
98.95078299776287,6.7695585950600226,67
98.92841163310963,3.844207850538733,68
98.89149888143176,5.174316489757452,69
98.91498881431767,8.104064753738255,70
98.94071588366891,4.384552961140111,71
98.9261744966443,6.833627135784991,72
98.91275167785234,4.731046613593792,73
98.93400447427295,4.132637652818782,74
98.92729306487695,5.936927148645107,75
98.93288590604027,7.487235355929906,76
98.94071588366891,5.824648688694309,77
98.92729306487696,6.708196391646718,78
98.92953020134227,7.694822087665686,79
98.9351230425056,14.593665526862903,80
98.88255033557046,16.404156000639414,81
98.90492170022371,11.752511655130158,82
98.88814317673378,7.084100211149104,83
98.90604026845637,4.560448616473941,84
98.88590604026847,4.234560186948004,85
98.86912751677853,5.179240918843579,86
98.89821029082775,4.3040163631499055,87
98.90044742729306,3.455291639898292,88
98.93959731543623,7.655508738787213,89
98.89709172259506,3.2311255140035127,90
98.88814317673378,4.912182369273207,91
98.92505592841162,2.912776626282772,92
98.94071588366891,3.281179763558497,93
98.92393736017897,5.143512468743534,94
98.92841163310963,4.61179463118473,95
98.90268456375838,4.794540406546743,96
98.9463087248322,6.475282607412241,97
98.88478747203578,3.887392518063408,98
98.94183445190157,10.867627335754452,99
98.92505592841162,7.755481254376769,100
98.88031319910515,6.404649902712235,101
98.93400447427292,9.48208730775123,102
98.9463087248322,6.583154316536104,103
98.83668903803131,8.521254100753985,104
98.917225950783,9.98364723914713,105
98.85794183445189,3.2116689548705786,106
98.92281879194631,9.015145135647511,107
98.92505592841162,15.294008741498772,108
98.83109619686802,24.838063620579423,109
98.94183445190156,30.430060547542407,110
98.91946308724833,41.081633371855474,111
98.9082774049217,10.75301547009298,112
98.90604026845638,8.878018439012914,113
98.89932885906039,4.6319524209356535,114
98.9351230425056,9.15671299213636,115
98.89485458612974,9.389675695834429,116
98.90268456375838,15.189874440263386,117
98.91946308724833,4.425611211184855,118
98.88031319910515,4.774709233792644,119
98.92058165548099,6.268316298207017,120
98.92058165548099,6.578342603905184,121
98.89821029082775,9.404319895572497,122
98.90939597315436,8.022984931010853,123
98.90604026845638,5.016316625738854,124
98.88926174496645,9.454404510895008,125
98.95190156599553,9.990990971179261,126
98.91722595078299,5.635129112269957,127
98.87807606263982,4.151514604825558,128
98.91946308724833,4.096063393251774,129
98.92281879194631,5.980853991624011,130
98.89709172259508,5.370020115423079,131
98.91163310961969,8.072470073370772,132
98.93064876957494,10.731768327817202,133
98.92281879194631,8.447283901341917,134
98.98098434004476,9.3839384223581,135
98.95749440715883,6.030188762086092,136
98.9373601789709,3.2962752319619226,137
98.94183445190156,5.519851092750421,138
98.90827740492169,2.849065143727812,139
98.89485458612977,4.049198462515029,140
98.90715883668905,7.38354849198078,141
98.94854586129753,14.418177695064383,142
98.88702460850112,17.106029759434648,143
98.86017897091723,7.113690250726025,144
98.90715883668905,5.783236589530426,145
98.91275167785234,4.275458008086247,146
98.92729306487696,6.312320232028314,147
98.88926174496645,5.583421763965077,148
98.90492170022371,5.620394991960996,149
98.90268456375838,4.888147229222846,150
98.91275167785234,6.176240545925811,151
98.92617449664431,11.93607803678809,152
98.88366890380314,20.44247569469183,153
98.95413870246085,13.764312275934167,154
98.92058165548099,12.702944187463949,155
98.92170022371364,6.571779301929163,156
98.94966442953022,6.592024814188374,157
98.86017897091722,6.448758638632894,158
98.91387024608501,4.137452795120282,159
98.90715883668905,4.194288718812527,160
98.94966442953019,6.048624309647007,161
98.86017897091722,5.5856668468381505,162
98.91051454138703,7.149310606025216,163
98.90604026845638,3.9502359883638194,164
98.90604026845637,3.7831154424562867,165
98.97203579418344,3.50613307704296,166
98.90268456375838,2.8860518539185853,167
98.8903803131991,4.241387269439549,168
98.90268456375838,8.576941467121816,169
98.93176733780761,4.787699157862631,170
98.96644295302013,5.607663071209285,171
98.88031319910515,6.785734196362542,172
98.92058165548099,4.5929833286387804,173
98.91163310961967,3.7047232201398876,174
98.92729306487695,3.4178020079010683,175
98.92505592841165,6.933859405295002,176
98.9373601789709,8.262045199819475,177
98.910514541387,10.16635385309262,178
98.91051454138703,7.575254358057074,179
98.92281879194631,3.736452127459579,180
98.90380313199107,4.98725625751626,181
98.88031319910515,4.96363991652229,182
98.94742729306488,3.4079954491487365,183
98.95190156599553,6.1698112480011265,184
98.88702460850111,7.111677459383948,185
98.90939597315436,6.7663922677756805,186
98.9082774049217,4.251365223343727,187
98.91610738255032,6.209557964080037,188
98.89485458612974,7.935611460880025,189
98.96644295302013,5.127025779050242,190
98.94183445190157,4.934255618773604,191
98.90715883668902,3.0996254696352774,192
98.90939597315436,3.304843397349828,193
98.91387024608501,4.65681437514569,194
98.9463087248322,7.512464567275378,195
98.94519015659955,4.789887180814432,196
98.93064876957494,3.4686053354323585,197
98.93176733780763,3.4222047839090806,198
98.89485458612974,6.172437876541665,199
98.93176733780761,14.596357852848302,200
98.93847874720359,16.549650107947645,201
98.9261744966443,15.137771095049695,202
98.94854586129755,12.127990747651213,203
98.8814317673378,10.055203951806645,204
98.93959731543623,10.367270922080701,205
98.94966442953019,14.147614741530441,206
98.9440715883669,6.559497710268234,207
98.89485458612974,4.505700502543729,208
98.88478747203578,5.043542119922611,209
98.90604026845638,3.3702758767412684,210
98.93512304250561,5.599161206388916,211
98.8903803131991,10.638742622953268,212
98.9373601789709,8.725349030461153,213
98.91387024608501,7.49461159714283,214
98.92729306487695,7.477922101607151,215
98.95749440715883,6.07489460768788,216
98.91498881431767,7.774767621282974,217
98.87472035794184,7.292761738674055,218
98.9440715883669,3.6182180093884844,219
