reward1,loss,ep
351.24390243902434,808.5326508655996,0
354.25783972125436,710.6652429956814,1
356.51567944250877,427.6117108049696,2
358.0,227.20967350045825,3
356.73519163763063,183.9219038137836,4
354.7735191637631,228.2739475017137,5
354.82926829268297,301.4265576977939,6
357.1254355400697,375.5814675479832,7
357.006968641115,422.53575459967567,8
355.68989547038336,352.74597513824096,9
355.5226480836237,150.7101855732163,10
356.7526132404181,126.98819453232626,11
354.54355400696863,114.64042472021272,12
356.59581881533103,116.5025987744548,13
353.27874564459927,132.22186421261028,14
355.0975609756097,207.2464643111116,15
353.2473867595819,290.89408059732745,16
356.79094076655053,141.7387999401728,17
351.2020905923345,92.04464506891392,18
353.52264808362366,286.3251004771223,19
356.4878048780488,334.724816049592,20
356.3832752613241,114.64789679766213,21
357.91637630662024,150.07536169821987,22
354.5296167247386,74.02255369610184,23
357.25783972125436,127.978472416047,24
353.8153310104529,122.39228521344458,25
354.06271777003485,201.07756510218334,26
356.8919860627178,210.95181008019617,27
357.5121951219512,105.16195636549533,28
356.7700348432056,116.28223453573737,29
355.2369337979094,91.5193019315302,30
355.3728222996515,92.23503099702882,31
356.2439024390244,65.20766844109814,32
355.93031358885014,100.04834706035325,33
357.0104529616725,50.873417969817105,34
356.2439024390244,50.548228301365356,35
352.2717770034843,183.15378370072023,36
356.2264808362369,89.04471352386416,37
357.59581881533103,76.74621202350819,38
355.04878048780483,34.96771758804549,39
351.79094076655053,68.00488417386427,40
353.95121951219517,99.71015322074634,41
354.390243902439,62.340349685460396,42
354.2822299651568,63.24460996285157,43
353.6376306620209,45.11871467368422,44
357.25783972125436,29.25919405278903,45
357.77351916376307,79.04147609900228,46
357.8536585365854,203.99138816455218,47
355.68641114982574,109.16311888945981,48
354.6759581881533,35.67854581198408,49
356.233449477352,162.45162232502798,50
357.1010452961673,171.17897045972046,51
353.86062717770034,49.395865181914054,52
355.6585365853659,85.3893259144359,53
350.06620209059236,99.54090464992227,54
349.8362369337979,56.77943251555543,55
357.0313588850175,58.57558941049437,56
350.1219512195122,87.87917144654098,57
357.1463414634146,68.61091466432678,58
357.74564459930315,109.42631854716075,59
350.93031358885014,74.84699825659915,60
355.81184668989545,39.81598601776216,61
356.5365853658537,44.94285761972009,62
355.9581881533101,51.51696074602322,63
357.96515679442507,51.832481125079646,64
356.1707317073171,41.63750505086984,65
355.81881533101046,25.994591365083025,66
357.5853658536586,58.558796708086184,67
347.94076655052265,56.84840085730784,68
354.8257839721254,79.9121613165456,69
353.93379790940764,36.35225208915702,70
355.95470383275267,62.63572950795913,71
353.6306620209059,78.66206047079719,72
355.67247386759584,50.23606307835413,73
357.609756097561,41.77432180000134,74
356.1114982578397,35.39258034640213,75
357.05226480836245,40.437820003598326,76
353.8118466898955,51.3374580870164,77
356.9581881533101,53.832299994575166,78
357.31010452961675,76.66841604580767,79
355.2404181184669,49.5475831422151,80
353.6550522648083,32.23918543983533,81
354.4703832752613,32.69691560015021,82
352.80139372822293,27.593474229343304,83
357.4216027874565,34.53542171853427,84
356.94773519163766,41.39024473185689,85
357.49477351916374,46.33024225372416,86
354.20905923344947,69.29370321850203,87
356.9825783972126,83.41160020604269,88
358.0,69.74934885748085,89
349.397212543554,30.35453752104684,90
355.95121951219517,48.18931877439033,91
357.2891986062718,61.14474649754544,92
355.99303135888505,116.83971897555058,93
353.76306620209056,31.38924663094045,94
357.3623693379791,78.6723806666694,95
355.8222996515679,84.35693081558078,96
353.57839721254356,87.40697267719104,97
354.64459930313586,61.97900584325518,98
356.0278745644599,30.78378177525535,99
351.24390243902434,814.1831674266491,0
344.7491289198606,752.2233058105504,1
347.33101045296166,785.8925100448199,2
354.3693379790941,817.4669302763267,3
351.68989547038325,783.5176525670759,4
355.22996515679444,797.2051526630892,5
358.0,790.2827351627491,6
356.1254355400697,750.878745156063,7
357.0905923344948,719.9000014223772,8
356.18815331010455,657.2949533867784,9
355.24738675958184,596.4981667199884,10
344.3937282229965,489.3586350377843,11
350.6620209059233,462.8129455911932,12
354.8641114982578,426.43994554794455,13
357.9686411149826,406.1160587465124,14
357.5574912891986,370.04714456723354,15
354.6062717770035,321.9785861548855,16
347.9268292682927,249.87548930741573,17
357.0766550522648,266.1254425073459,18
354.87108013937285,244.20621073662227,19
352.7839721254355,207.4881158341829,20
355.75609756097566,182.1940232003477,21
356.34843205574913,161.28307252511192,22
347.8675958188154,124.19788800081908,23
353.29616724738673,129.1981916285438,24
355.7212543554007,126.95871443960196,25
352.850174216028,118.63014331481027,26
355.0243902439025,121.13426192596273,27
354.1114982578398,113.17228435749202,28
355.49128919860624,112.5946678685343,29
347.2473867595819,104.76609579415482,30
355.3623693379791,109.46982212020806,31
352.773519163763,107.22854772066778,32
356.9094076655052,110.72554963488739,33
355.94076655052265,109.67702605614761,34
355.48083623693384,108.03005641683086,35
351.34494773519174,107.05332943140102,36
354.28222996515683,104.43628441756587,37
356.40418118466897,110.7766199580769,38
357.4425087108014,111.25057020915601,39
355.2961672473868,111.56315005262448,40
357.219512195122,108.74470029712089,41
354.5993031358885,106.24262307852199,42
357.8536585365854,105.86700238697786,43
348.59581881533103,102.83119994945753,44
356.98606271777004,103.13242773931903,45
351.44947735191636,100.78625756370572,46
356.5365853658536,106.77576636849865,47
357.23693379790944,107.02076970740347,48
354.9059233449477,105.19774781562091,49
352.7142857142858,101.8475244906077,50
340.67247386759584,95.1208774455506,51
352.8327526132404,103.1219949493365,52
353.7212543554007,100.43040705027963,53
355.3623693379791,105.3473319647201,54
