reward,loss,ep
77.69517358171042,20.026102947225738,1
77.70364098221847,20.456844278147596,2
77.66130397967822,18.110635222589984,3
77.73751058425063,17.784288761049844,4
77.74597798475868,18.808716987844868,5
77.72057578323455,20.56838371374606,6
77.27180355630823,16.711437086267825,7
77.70364098221845,18.180423142808884,8
77.72057578323455,17.69077944495316,9
77.7883149872989,16.831294099278335,10
77.96613039796782,17.521070785352293,11
77.50889077053345,15.909320926845687,12
77.7883149872989,16.488767783683823,13
77.88992379339543,13.911539847228523,14
77.58509737510585,15.23341448006211,15
77.70364098221847,14.669377263701765,16
77.58509737510586,14.435165240902244,17
77.46655376799322,11.27096223209487,18
77.71210838272648,15.47533416491473,19
77.58509737510585,10.481508916406675,20
77.55122777307368,11.951623172475882,21
77.59356477561388,11.337593167795324,22
77.6359017781541,10.624711556424344,23
77.79678238780694,13.196268481062164,24
77.73751058425063,10.96761327617888,25
77.69517358171039,10.669220625675585,26
77.6528365791702,8.828788401762429,27
77.7121083827265,10.814994616895744,28
77.71210838272651,7.790203401356114,29
77.83065198983913,6.84060453834604,30
77.60203217612192,7.923701621287723,31
77.67823878069433,6.497266242758109,32
77.85605419136323,6.609279173414594,33
77.62743437764605,8.054199826502705,34
77.59356477561388,5.870009351954065,35
77.78831498729889,6.6693731618996015,36
77.85605419136326,5.179230224087704,37
77.52582557154953,5.559499250927752,38
77.62743437764605,7.406917335945447,39
77.73751058425064,4.494900949784491,40
77.56816257408977,5.489582447670385,41
77.60203217612194,4.10042457895433,42
77.71210838272651,4.318813101323528,43
77.4411515664691,3.022457038828987,44
77.6951735817104,3.157980069376584,45
77.55122777307368,5.357598698617762,46
77.83065198983914,3.802339399974177,47
77.68670618120237,3.5381766695123167,48
77.77984758679085,4.092799272429733,49
77.7883149872989,3.0726217200793746,50
77.33954276037257,3.1184017431173476,51
77.88145639288739,4.4732409803452935,52
77.88145639288737,3.121947166345033,53
77.76291278577477,1.6947122857870105,54
77.8645215918713,2.928410540270156,55
77.6528365791702,1.7271234902228085,56
77.77138018628283,1.808198690756142,57
77.5935647756139,1.70255975378575,58
77.70364098221846,2.370871086395419,59
77.67823878069433,1.6117215544604602,60
77.85605419136324,2.408679253474847,61
77.58509737510585,2.12328311524127,62
77.90685859441152,2.267317868589027,63
77.4072819644369,2.3012553564655573,64
77.15325994919559,2.742209495875511,65
77.55122777307366,2.1699554949446447,66
77.61049957662999,2.292586290068658,67
77.20406435224386,2.1658534962300715,68
77.75444538526673,4.059418122664856,69
77.76291278577476,1.9811730023128575,70
77.46655376799323,4.034012835537652,71
77.91532599491956,2.431081614390042,72
77.72904318374259,1.6765565984873012,73
77.95766299745978,1.9923911719734584,74
77.82218458933107,3.737626061174703,75
77.56816257408977,2.5526066723199623,76
77.5173581710415,1.3039665966692087,77
77.59356477561388,2.3443590075223595,78
77.44115156646909,1.8442904564879898,79
77.33954276037257,2.5262994084900967,80
77.8645215918713,2.252887904852767,81
77.29720575783234,2.2632835517433962,82
77.83065198983911,1.956361699276907,83
77.54276037256562,1.902011272540365,84
77.7121083827265,3.1167667488160897,85
77.43268416596106,1.4676817748479467,86
77.71210838272651,1.5662021738190335,87
77.5766299745978,1.9202923561202625,88
77.70364098221845,2.0787941607610265,89
77.81371718882303,2.294734499806696,90
77.79678238780694,2.0478438936315335,91
77.33107535986453,2.8007045460500257,92
77.64436917866216,1.896418021064867,93
77.85605419136324,1.5074250501288238,94
77.64436917866215,2.0983704054356918,95
77.93226079593565,2.0283153739061857,96
77.71210838272651,1.5874081719413067,97
77.8475867908552,1.5370061263218675,98
77.76291278577476,2.4879449066902914,99
77.6951735817104,1.8754097099666072,100
77.55122777307365,2.0525020703238375,101
77.69517358171042,1.6353601112206508,102
77.56816257408974,1.9762502057544622,103
77.47502116850127,1.5655934995459482,104
77.61896697713802,2.3547463660457595,105
77.64436917866215,1.508504557836104,106
77.59356477561388,1.8161238480471236,107
77.21253175275189,1.8281569801417212,108
77.4665537679932,1.1658168314709052,109
77.88992379339544,1.955967111833983,110
77.72057578323455,2.6535631865149822,111
77.66130397967824,2.260556104653477,112
77.70364098221846,2.0357820681092402,113
77.3480101608806,1.8927186648229213,114
77.805249788315,1.645553206455487,115
77.37341236240474,1.6183757559796714,116
77.3818797629128,1.2544016795569335,117
77.7121083827265,1.9403744025819993,118
77.65283657917018,1.6692111224355608,119
77.61049957662999,1.7674968364955652,120
reward,loss,ep
77.61896697713802,27.997053253184845,1
77.7883149872989,24.596303441797193,2
77.6951735817104,33.377898033387694,3
77.6528365791702,16.924497337643622,4
77.52582557154953,40.018834096726906,5
77.66977138018629,23.020002309814828,6
77.6528365791702,13.058531441921662,7
77.83911939034715,15.734057312843865,8
77.76291278577476,39.235204432031544,9
77.69517358171042,22.043025048696723,10
77.82218458933106,22.520645156111385,11
77.76291278577476,37.75024924777413,12
77.83065198983911,16.856999460985428,13
77.83065198983911,15.615187345659274,14
77.70364098221846,17.33554513306608,15
77.83065198983913,22.99126769460577,16
77.83065198983913,23.412178056081515,17
77.7883149872989,12.305703414573951,18
77.78831498729889,19.76446946346867,19
77.805249788315,9.645364428979995,20
77.50889077053345,31.174083453117262,21
77.75444538526672,17.090046016946165,22
77.95766299745978,30.764114807988815,23
77.7121083827265,24.84925334541068,24
77.90685859441152,14.747712260865251,25
77.68670618120238,19.438374246327648,26
77.63590177815409,11.917783350447568,27
77.96613039796782,25.24811430918578,28
77.50889077053345,14.470548206513937,29
77.77984758679084,16.415920421359647,30
77.68670618120237,17.150389705836524,31
77.67823878069433,14.95603238358485,32
77.74597798475868,18.46009082959929,33
77.70364098221846,10.136136787077804,34
77.81371718882303,15.651913979737492,35
77.6951735817104,25.781933570460392,36
77.33107535986453,12.237810275231862,37
77.7290431837426,25.433926390625416,38
77.59356477561388,30.5696132969803,39
77.9237933954276,10.826523059628705,40
77.83065198983911,14.587002535448622,41
77.74597798475867,11.129013890990588,42
77.82218458933106,16.36426173495467,43
77.229466553768,17.7168239878558,44
77.88145639288739,20.520222851037072,45
77.7459779847587,7.162591746116908,46
77.76291278577477,6.547345241055427,47
77.60203217612192,11.03198287467123,48
77.8645215918713,10.760848943644291,49
77.5596951735817,23.287286921294516,50
77.59356477561387,9.116955149163177,51
77.82218458933109,9.585932928710395,52
77.28027095681627,13.247000895257523,53
77.8475867908552,16.165780850639024,54
77.72057578323454,8.35301067792556,55
77.59356477561388,15.812535285813192,56
77.96613039796782,10.525640531460375,57
77.70364098221846,12.196531870048261,58
77.7121083827265,9.712093554196855,59
