reward,loss,ep
77.72396274343778,489.85916732324233,3
77.68077900084674,451.64304931626447,6
77.58425063505504,412.2961263156745,9
77.74174428450466,380.2986104622953,12
77.72565622353936,342.9632247729868,15
77.7502116850127,307.65734961189946,18
77.55038103302286,268.1135757171062,21
77.65622353937344,234.57990417138413,24
77.6909398814564,201.5316997700615,27
77.59864521591872,167.71203879527238,30
77.66807790008468,136.91476673657618,33
77.71803556308214,112.73535998716956,36
77.75867908552075,89.03961396236758,39
77.71803556308213,69.99601574873981,42
77.78746824724811,66.34804519325878,45
77.77815410668926,69.55306370702793,48
77.69602032176122,71.52536731991023,51
77.66723116003386,72.92900771547694,54
77.72311600338693,73.41919004675464,57
77.78069432684165,64.2319554114702,60
77.65537679932261,75.36026623377236,63
77.70448772226926,72.07917413484155,66
77.69856054191365,65.77329647618369,69
77.67569856054192,69.00438831192004,72
77.80355630821339,65.72322477728208,75
77.70702794242167,63.83703497274157,78
77.63928873835732,67.36460622721877,81
77.62743437764607,67.09901389699156,84
77.6934801016088,59.344384915933354,87
77.61812023708723,61.71847241670434,90
77.64775613886536,57.457217966867475,93
77.86113463166807,65.18434969834549,96
77.64860287891618,68.95715628029583,99
77.60880609652837,59.86855018774605,102
77.63928873835735,60.44519591066497,105
77.64098221845894,55.2832078576569,108
77.7061812023709,54.59609043086637,111
77.70279424216766,50.555758297116206,114
77.70787468247248,56.58048973143587,117
77.74767146486029,57.40693861159975,120
77.76375952582558,53.51652808387627,123
77.78238780694328,53.49115684896239,126
77.69093988145637,50.03400433832773,129
77.6528365791702,52.11326004622172,132
77.64182895850973,50.98218155465513,135
77.68839966130398,56.67351880419651,138
77.6723116003387,52.07045571041442,141
77.59017781541068,44.76061429483008,144
77.69517358171042,45.0485869266303,147
77.71126164267571,52.064853782541746,150
77.8433530906012,47.56629303525758,153
77.71888230313294,43.30901087348403,156
77.80101608806096,39.998465899735955,159
77.70956816257409,43.7994118260536,162
77.73497036409823,40.55493614472323,165
77.63166807790006,41.63682928382922,168
77.67993226079597,33.84320610942136,171
77.73666384419982,36.80006502434815,174
77.67485182049111,48.1723525744473,177
77.70025402201524,32.82936679969962,180
77.7239627434378,32.47944814399002,183
77.70956816257409,30.22362440396611,186
77.65198983911941,35.29092725091261,189
77.72480948348857,35.457658642155586,192
77.68416596104997,40.59357313460027,195
77.76460626587638,37.50553492212382,198
77.76545300592717,30.087151032454244,201
77.68670618120237,35.879796677911536,204
77.67231160033869,39.31345960251176,207
77.67823878069431,37.364273931231004,210
77.71041490262489,23.496554286776153,213
77.73412362404743,25.785505847271345,216
77.65283657917023,35.68708889278331,219
77.61219305673158,30.93610409790618,222
77.69856054191362,34.164028361838525,225
77.66638441998306,26.672471772937296,228
77.76460626587638,31.148019707122877,231
77.6943268416596,35.06111629662898,234
77.72142252328537,29.357313554743772,237
77.74682472480949,34.64470469606615,240
77.67654530059272,30.50623317310171,243
77.60711261642679,24.194494282143044,246
77.69940728196444,27.875487040154216,249
77.75952582557156,29.256642617060784,252
77.6511430990686,24.852444399916884,255
77.63674851820491,40.03644169472174,258
77.68585944115158,32.31082189474039,261
77.7121083827265,30.91311228099235,264
77.66384419983066,30.331559998423106,267
77.68755292125316,41.61356853638753,270
77.81879762912787,31.693752130106212,273
77.69940728196444,28.515507022551038,276
77.79000846740051,24.7443926686464,279
77.70872142252328,28.174059499498743,282
77.70787468247246,31.5120268448934,285
77.71718882303132,22.61074115001268,288
77.68501270110075,28.42080258979217,291
77.72226926333617,24.846568931747303,294
77.72311600338698,23.64618868189089,297
77.74767146486029,28.665179203983495,300
77.60287891617271,25.9976517096175,303
77.67739204064353,22.195411320002453,306
77.62320067739205,25.893021830248212,309
77.57408975444538,24.865444186430434,312
77.78238780694326,34.890917782914464,315
77.70110076206606,23.949757190261035,318
77.70448772226923,30.367913438011232,321
77.70618120237087,43.64432157259116,324
77.68755292125317,26.55552227826215,327
77.71549534292973,29.230623823248095,330
77.72396274343778,29.40729281560052,333
77.71041490262492,35.36918323441255,336
77.7154953429297,28.168077899856918,339
77.73751058425064,32.44955684409523,342
77.68670618120237,27.090352600880053,345
77.71803556308214,32.87293634729538,348
77.72480948348857,23.21825967000801,351
77.64606265876377,37.40484002890982,354
77.7900084674005,24.17401013336253,357
77.64098221845893,32.65440806644709,360
