date,Respiratory1_cases1,Total_cases1,Respiratory%1,Respiratory_cases,Total_cases,Respiratory%
2022/8/10,6247,44922,0.139063265,987,8525,0.115777126
2022/8/11,6046,45861,0.131833148,990,8475,0.116814159
2022/8/12,5434,37570,0.144636678,1078,8387,0.128532252
2022/8/13,6365,46559,0.136708263,1059,7620,0.138976378
2022/8/14,5241,37260,0.140660225,1039,7231,0.143686904
2022/8/15,6604,52625,0.125491686,1296,11084,0.116925298
2022/8/16,6532,54556,0.119730185,1191,10290,0.11574344
2022/8/17,6509,50732,0.128301664,1201,9866,0.121731198
2022/8/18,5002,38253,0.130760986,1122,9043,0.124073869
2022/8/19,6527,42237,0.154532756,1074,7586,0.141576588
2022/8/20,8323,51493,0.16163362,1138,7496,0.151814301
2022/8/21,6809,36810,0.184976908,1216,7790,0.156097561
2022/8/22,5689,43391,0.131110138,1390,10747,0.12933842
2022/8/23,7450,54999,0.135457008,1189,10493,0.113313638
2022/8/24,7414,49543,0.149647781,1170,10015,0.116824763
2022/8/25,6330,41254,0.153439666,1065,9066,0.117471873
2022/8/26,7406,52015,0.142382005,1274,9270,0.137432578
2022/8/27,7805,52243,0.149398005,1023,7639,0.133918052
2022/8/28,8989,51829,0.173435721,1263,7708,0.163855734
2022/8/29,8943,58636,0.152517225,1237,10249,0.120694702
2022/8/30,7393,49287,0.149998986,1046,9498,0.110128448
2022/8/31,7797,57171,0.136380333,964,8558,0.112643141
2022/9/1,6525,52352,0.124637072,908,7775,0.116784566
2022/9/2,6930,50579,0.137013385,905,7839,0.115448399
2022/9/3,6453,40147,0.160734301,1040,7533,0.138059206
2022/9/4,6805,41384,0.164435531,1190,7190,0.16550765
2022/9/5,8022,54815,0.146346803,1245,9696,0.128403465
2022/9/6,7346,49530,0.148314153,1052,8948,0.117568172
2022/9/7,8661,54891,0.157785429,1109,8097,0.136964308
2022/9/8,8958,56454,0.158677862,1099,7380,0.148915989
2022/9/9,8008,47232,0.16954607,1169,7332,0.15943808
2022/9/10,6280,33942,0.185021507,1199,5729,0.209286088
2022/9/11,8833,50968,0.173304819,1369,7462,0.183462879
2022/9/12,9640,58624,0.164437773,1721,10528,0.163468845
2022/9/13,8673,55771,0.155510929,1256,9725,0.129151671
2022/9/14,8055,56231,0.143248386,1240,9125,0.135890411
2022/9/15,4832,33345,0.144909282,880,6726,0.130835563
2022/9/16,6811,53812,0.126570282,1038,7524,0.137958533
2022/9/17,7817,47850,0.163364681,1337,7897,0.169304799
2022/9/18,8026,40536,0.197996842,1265,7646,0.165445985
2022/9/19,7407,50792,0.145830052,1224,10267,0.119216909
2022/9/20,7793,51779,0.150505031,1214,9528,0.127413938
2022/9/21,6497,44886,0.144744464,1102,9063,0.121593291
2022/9/22,7180,43175,0.166299942,1101,8476,0.129896177
2022/9/23,7378,44820,0.164614012,1050,8383,0.125253489
2022/9/24,6729,37357,0.180126884,1259,7468,0.168585967
2022/9/25,6796,35675,0.190497547,1323,7461,0.177322075
2022/9/26,6600,41336,0.159667118,1388,10099,0.13743935
2022/9/27,6766,38827,0.17426018,1377,10029,0.137301825
2022/9/28,5602,35206,0.159120604,1194,9252,0.129053178
2022/9/29,5452,28827,0.189128248,1071,8234,0.13007044
2022/9/30,5976,34891,0.17127626,1099,8133,0.135128489
2022/10/1,6945,43338,0.160251973,1394,7975,0.174796238
2022/10/2,6694,40449,0.165492348,1301,7184,0.181096882
2022/10/3,4689,29208,0.160538209,1266,9822,0.128894319
2022/10/4,5946,36385,0.163418991,1244,9940,0.125150905
2022/10/5,5758,30632,0.187973361,1121,9341,0.120008564
2022/10/6,6291,39868,0.157795726,1205,8405,0.143367043
2022/10/7,6876,37456,0.183575395,1227,8461,0.145018319
2022/10/8,6684,45118,0.148144865,813,6224,0.130623393
2022/10/9,5529,38702,0.142860834,708,5381,0.131574057
2022/10/10,5017,32951,0.152256381,911,8680,0.104953917
2022/10/11,5161,39426,0.130903465,1006,8871,0.113403224
2022/10/12,4191,29988,0.139755902,999,8716,0.114616797
2022/10/13,5838,39423,0.148086143,958,8077,0.118608394
2022/10/14,5776,42722,0.135199663,991,7816,0.126791198
2022/10/15,4874,34836,0.139912734,1208,7355,0.164242012
2022/10/16,5609,41087,0.136515199,1179,7117,0.165659688
2022/10/17,5927,46930,0.126294481,1213,9007,0.134673032
2022/10/18,5670,38752,0.146315029,972,7521,0.129238133
2022/10/19,6040,46356,0.13029597,778,6896,0.112819026
2022/10/20,6660,47753,0.139467677,892,6106,0.146085817
2022/10/21,5821,45481,0.127987511,1038,6825,0.152087912
2022/10/22,5718,41015,0.13941241,1052,5985,0.175772765
2022/10/23,6231,42782,0.145645365,1227,6167,0.198962218
2022/10/24,6177,49306,0.125278871,1105,8295,0.133212779
2022/10/25,5986,46017,0.130082361,1035,7765,0.133290406
2022/10/26,6496,51305,0.12661534,1093,8708,0.125516766
2022/10/27,6251,45945,0.136053978,1005,8118,0.123798965
2022/10/28,6417,41217,0.155688187,1082,7936,0.136340726
2022/10/29,6950,45548,0.152586283,1087,7116,0.152754356
2022/10/30,6802,39482,0.172281039,1056,6748,0.156490812
2022/10/31,6066,44352,0.136769481,1193,9292,0.128390013
2022/11/1,6219,46436,0.133926264,1025,8340,0.122901679
2022/11/2,5878,45307,0.129737127,1062,8505,0.124867725
2022/11/3,6342,50523,0.125526988,994,7859,0.126479196
2022/11/4,7424,55316,0.134210717,1036,8279,0.125135886
2022/11/5,8375,53597,0.156258746,1171,6992,0.167477117
2022/11/6,8693,54013,0.160942736,1116,6828,0.16344464
2022/11/7,8936,62471,0.143042372,1165,9625,0.121038961
2022/11/8,7526,61466,0.122441675,1113,8659,0.128536783
2022/11/9,6998,53090,0.131813901,937,8193,0.114365922
2022/11/10,6375,43416,0.146835268,990,7774,0.127347569
2022/11/11,6202,44267,0.140104367,825,6667,0.123743813
2022/11/12,5091,37271,0.136594135,901,5300,0.17
2022/11/13,6588,45249,0.145594378,866,5412,0.160014782
2022/11/14,5977,50445,0.118485479,1060,8142,0.130189143
2022/11/15,5309,39634,0.133950648,1007,7802,0.129069469
2022/11/16,6835,45387,0.150593782,934,7922,0.11789952
2022/11/17,5804,41214,0.140825933,995,7466,0.133270828
2022/11/18,5249,40294,0.130267534,1001,7902,0.126676791
2022/11/19,6295,44897,0.140209814,1020,6751,0.151088728
2022/11/20,7354,47739,0.154045958,1064,6498,0.16374269
2022/11/21,5591,43453,0.128667756,1072,9289,0.115405318
2022/11/22,4566,33699,0.135493635,1032,7862,0.131264309
2022/11/23,5460,40280,0.135551142,951,7320,0.129918033
2022/11/24,5038,38514,0.130809576,862,6664,0.129351741
2022/11/25,4435,32961,0.134552957,914,5590,0.163506261
2022/11/26,3969,23901,0.166059997,639,3522,0.181431005
2022/11/27,4065,25160,0.161565978,709,3311,0.214134703
2022/11/28,3408,20993,0.162339828,662,4228,0.156575213
2022/11/29,2855,19051,0.1498609,781,5216,0.149731595
2022/11/30,2904,20015,0.145091182,605,4748,0.127422072
2022/12/1,2780,23190,0.119879258,665,4793,0.138744002
2022/12/2,2379,20710,0.114872042,707,5453,0.129653402
2022/12/3,2552,23305,0.109504398,701,5053,0.138729468
2022/12/4,2526,20709,0.121975952,661,4655,0.141997852
2022/12/5,4313,29425,0.146576041,806,7402,0.108889489
2022/12/6,3859,28766,0.134151429,974,7863,0.123871296
2022/12/7,3717,27372,0.135795704,962,7331,0.131223571
2022/12/8,4288,26025,0.164764649,806,6925,0.116389892
2022/12/9,5481,29331,0.186867137,786,6931,0.113403549
2022/12/10,3673,19903,0.184545043,747,5744,0.130048747
2022/12/11,4322,19808,0.218194669,745,5456,0.136546921
2022/12/12,5206,22111,0.235448419,1088,7870,0.138246506
2022/12/13,4496,19085,0.235577679,1192,7497,0.158996932
2022/12/14,7250,24802,0.292315136,1391,7150,0.194545455
2022/12/15,8631,26109,0.330575664,1573,6445,0.244065167
2022/12/16,9810,30869,0.317794551,1528,5696,0.268258427
2022/12/17,7565,21564,0.350816175,1226,4024,0.304671968
2022/12/18,8942,25194,0.354925776,1409,3904,0.360911885
2022/12/19,9972,29130,0.342327497,1578,5150,0.306407767
2022/12/20,9309,26873,0.346407174,1636,5052,0.323832146
2022/12/21,10961,28278,0.387615814,1680,4478,0.375167485
2022/12/22,11333,25291,0.448104069,1578,4023,0.392244594
2022/12/23,10367,24904,0.416278509,1598,4357,0.366766123
2022/12/24,9270,22682,0.408694119,1592,4022,0.395822974
2022/12/25,9308,22171,0.419827703,1648,3922,0.420193779
2022/12/26,9870,26071,0.378581566,1731,5914,0.292695299
2022/12/27,7566,20176,0.375,1907,6167,0.309226528
2022/12/28,8579,22673,0.37837957,2068,6033,0.342781369
2022/12/29,8985,21586,0.416242009,2070,6149,0.336640104
2022/12/30,7391,19681,0.375539861,2070,6337,0.32665299
2022/12/31,11633,27299,0.426132825,1865,5524,0.337617668
2023/1/1,16239,34321,0.473150549,1341,4054,0.33078441
2023/1/2,17419,44465,0.391746317,1751,6379,0.274494435
2023/1/3,14813,38096,0.388833473,1542,6038,0.255382577
2023/1/4,16076,41765,0.384915599,1597,6222,0.256669881
2023/1/5,16626,45444,0.365856879,1403,5511,0.254581746
2023/1/6,15433,44031,0.350503055,1440,5577,0.258203335
2023/1/7,14253,40975,0.347846248,1365,5137,0.265719291
2023/1/8,12285,37737,0.325542571,1158,4748,0.243892165
2023/1/9,12691,43681,0.29053822,1367,6722,0.203362095
2023/1/10,11199,39139,0.286134035,1190,6421,0.185329388
2023/1/11,10628,40377,0.263219159,1190,6170,0.19286872
2023/1/12,10529,38674,0.272250091,1166,5884,0.198164514
2023/1/13,8888,31013,0.286589495,1066,5524,0.192976104
2023/1/14,6927,23210,0.298448944,846,3960,0.213636364
2023/1/15,7383,26876,0.274706057,809,3901,0.207382722
2023/1/16,8143,32587,0.249884923,984,6073,0.162028651
2023/1/17,7160,29495,0.242753009,909,5648,0.160941926
2023/1/18,7590,29372,0.258409369,834,5413,0.154073527
2023/1/19,7347,30354,0.242043882,891,4608,0.193359375
2023/1/20,6231,22871,0.272441083,661,3748,0.176360726
2023/1/21,2278,8904,0.255840072,289,1442,0.200416089
2023/1/22,827,4122,0.200630762,213,1052,0.202471483
2023/1/23,2636,10093,0.261171109,471,2153,0.218764515
2023/1/24,2737,11777,0.23240214,546,3215,0.169828927
2023/1/25,4109,18210,0.22564525,670,4452,0.15049416
2023/1/26,4288,20393,0.210268229,841,5377,0.156406918
2023/1/27,4866,25297,0.192354825,809,6516,0.124155924
2023/1/28,4774,27771,0.171905945,703,5729,0.122709024
2023/1/29,4600,25746,0.178668531,600,5246,0.114372856
2023/1/30,4679,31227,0.149838281,896,8326,0.107614701
2023/1/31,4321,28318,0.15258846,759,7507,0.101105635
2023/2/1,3929,26268,0.149573626,714,7241,0.098605165
2023/2/2,4192,27982,0.149810593,716,6612,0.108287961
2023/2/3,4135,27946,0.14796393,733,6925,0.105848375
2023/2/4,3567,24254,0.147068525,672,5300,0.126792453
2023/2/5,3600,22575,0.159468439,532,4756,0.111858705
2023/2/6,3835,31680,0.121054293,749,7995,0.093683552
2023/2/7,4439,34310,0.12937919,667,7384,0.090330444
2023/2/8,4108,32348,0.126993941,604,7135,0.084653118
2023/2/9,3590,28740,0.124913013,547,6103,0.089628052
2023/2/10,3821,30262,0.126263961,620,6544,0.094743276
2023/2/11,3914,31811,0.1230392,659,6137,0.107381457
2023/2/12,3172,24818,0.12781046,577,5623,0.102614263
2023/2/13,3671,30586,0.120022232,643,7707,0.083430647
2023/2/14,3804,31419,0.121073236,575,6983,0.082342833
2023/2/15,3386,27621,0.122587886,513,6849,0.074901445
2023/2/16,3816,29070,0.13126935,609,6491,0.093822215
2023/2/17,4018,29009,0.138508739,594,6524,0.091048437
2023/2/18,3781,26688,0.141674161,666,6109,0.109019479
2023/2/19,3916,28778,0.136076169,656,5924,0.110735989
2023/2/20,4465,32932,0.135582412,715,7694,0.092929555
2023/2/21,3782,29450,0.128421053,616,6890,0.089404935
2023/2/22,3890,26264,0.148111483,636,7032,0.090443686
2023/2/23,4528,28325,0.159858782,728,6555,0.111060259
2023/2/24,4730,28501,0.165959089,768,6700,0.114626866
2023/2/25,5112,28033,0.182356508,831,6274,0.132451387
2023/2/26,5727,30690,0.186608016,926,6652,0.139206254
2023/2/27,6363,35535,0.179062896,1102,8613,0.127946128
2023/2/28,6492,34741,0.186868541,1041,7947,0.130992827
2023/3/1,5361,26262,0.204135252,969,7430,0.130417227
2023/3/2,6448,30372,0.212300803,1083,7075,0.153074205
2023/3/3,6798,29251,0.232402311,1248,7679,0.162521162
2023/3/4,6692,26338,0.254081555,1323,6999,0.189027004
2023/3/5,6963,24354,0.285907859,1397,6562,0.212892411
2023/3/6,7096,28840,0.246047157,1612,9007,0.178971911
2023/3/7,7405,28240,0.262216714,1473,8085,0.182189239
2023/3/8,8803,31723,0.277495823,1240,7782,0.159342071
2023/3/9,7436,27081,0.274583656,1297,7212,0.179839157
2023/3/10,9960,34171,0.291475228,1534,7759,0.19770589
2023/3/11,7964,25774,0.308993559,1446,6718,0.215242632
2023/3/12,10698,30824,0.34706722,1573,6523,0.241146712
2023/3/13,10701,36064,0.296722493,1505,8511,0.176829985
2023/3/14,7271,27624,0.263213148,1485,8118,0.182926829
2023/3/15,8726,28503,0.306143213,1338,7409,0.180591173
2023/3/16,9476,31245,0.303280525,1245,7037,0.176921984
2023/3/17,10730,35247,0.304423071,1114,6732,0.165478313
2023/3/18,10333,34156,0.302523715,1284,6502,0.197477699
2023/3/19,9357,30582,0.305964293,1177,6248,0.188380282
2023/3/20,10105,35808,0.282199508,1265,8339,0.151696846
2023/3/21,8991,33280,0.27016226,1151,7656,0.150339603
2023/3/22,8821,33389,0.264188805,1023,7309,0.139964427
2023/3/23,7499,29429,0.254816677,976,6594,0.148013345
2023/3/24,5235,22063,0.237275076,934,6679,0.139841294
2023/3/25,6182,28100,0.22,880,6134,0.143462667
2023/3/26,5642,27954,0.20183158,850,6322,0.134451123
2023/3/27,5724,31468,0.181899072,937,8200,0.114268293
2023/3/28,7130,37037,0.192510193,829,7670,0.108083442
2023/3/29,6956,39422,0.176449698,793,6967,0.113822305
2023/3/30,6741,37868,0.178013098,798,6504,0.122693727
2023/3/31,5864,34484,0.170049878,759,6379,0.118984167
2023/4/1,6179,31709,0.194865811,823,6056,0.135898283
2023/4/2,6719,33660,0.199613785,747,5581,0.133846981
2023/4/3,7254,43027,0.168591814,834,7865,0.106039415
2023/4/4,5113,27032,0.189146197,660,6185,0.106709782
2023/4/5,5750,31134,0.184685553,748,7157,0.104513064
2023/4/6,6602,42103,0.156805928,662,6681,0.099086963
2023/4/7,6856,48746,0.140647438,685,6859,0.099868786
2023/4/8,6517,45608,0.142891598,689,6024,0.11437583
2023/4/9,6367,41929,0.15185194,692,6100,0.113442623
2023/4/10,6866,54350,0.126329347,775,8463,0.091575092
2023/4/11,5662,40544,0.13965075,778,7712,0.100881743
2023/4/12,5363,39885,0.134461577,727,7518,0.09670125
2023/4/13,5195,35384,0.146817771,737,6904,0.10674971
2023/4/14,6209,43330,0.143295638,750,6756,0.111012433
2023/4/15,6249,40819,0.153090473,698,5878,0.118747873
2023/4/16,5350,32880,0.162712895,747,5975,0.125020921
2023/4/17,5543,40386,0.137250532,841,8147,0.103228182
2023/4/18,4533,31286,0.144889088,776,7264,0.106828194
2023/4/19,4507,30407,0.148222449,636,7177,0.088616414
2023/4/20,4446,31086,0.143022583,656,6154,0.106597335
2023/4/21,4270,31255,0.136618141,672,6276,0.10707457
2023/4/22,5767,35889,0.160689905,784,5967,0.131389308
2023/4/23,6227,36030,0.172828199,614,5014,0.12245712
2023/4/24,6663,43830,0.152019165,811,7762,0.104483381
2023/4/25,5803,36153,0.160512267,756,7477,0.101110071
2023/4/26,5509,36182,0.152258029,696,7159,0.097220282
2023/4/27,5421,34482,0.157212459,724,6722,0.10770604
2023/4/28,5103,32062,0.159160377,754,6936,0.108708189
2023/4/29,5731,31784,0.180310848,788,6435,0.122455322
2023/4/30,5829,31679,0.18400202,798,6266,0.127353974
2023/5/1,4539,26675,0.170159325,927,8122,0.11413445
2023/5/2,5699,32874,0.173358885,942,7806,0.120676403
2023/5/3,5268,31376,0.167899031,836,7797,0.107220726
2023/5/4,4275,25267,0.169193019,685,6437,0.106416032
2023/5/5,5741,37083,0.154814875,753,6919,0.108830756
2023/5/6,5878,40365,0.145621206,696,5628,0.123667377
2023/5/7,6525,40771,0.160040225,888,6358,0.139666562
2023/5/8,6547,46047,0.142180815,896,8680,0.103225806
2023/5/9,6834,46075,0.148323386,842,8001,0.105236845
2023/5/10,6195,39291,0.157669695,853,7793,0.109457205
2023/5/11,3741,23832,0.156973817,860,7009,0.122699387
2023/5/12,6470,36056,0.179443089,909,7067,0.128626008
2023/5/13,6677,36218,0.184355845,936,6383,0.146639511
2023/5/14,6559,35265,0.185991777,887,6144,0.14436849
2023/5/15,3991,26475,0.150745987,1002,8475,0.118230088
2023/5/16,7077,41757,0.169480566,883,7476,0.118111289
2023/5/17,6562,38577,0.170101356,966,7444,0.129768941
2023/5/18,6593,37996,0.173518265,853,6868,0.124199185
2023/5/19,7187,41760,0.17210249,859,6721,0.127808362
2023/5/20,8056,45100,0.178625277,949,6469,0.146699644
2023/5/21,7657,35377,0.21644006,948,6165,0.15377129
2023/5/22,8299,44796,0.185262077,986,8479,0.116287298
2023/5/23,7876,41356,0.19044395,945,7845,0.120458891
2023/5/24,7878,40570,0.194182894,936,7357,0.127225771
2023/5/25,8024,39266,0.204349819,871,6978,0.124820866
2023/5/26,7283,36186,0.201265683,854,7072,0.120757919
2023/5/27,8867,39976,0.221808085,1011,6513,0.155228006
2023/5/28,7539,34171,0.220625677,937,6179,0.151642661
2023/5/29,9668,50622,0.190984157,572,4112,0.139105058
2023/5/30,6933,37981,0.182538638,905,7501,0.12065058
2023/5/31,5975,31715,0.188396658,822,6809,0.120722573
2023/6/1,7203,38318,0.18797954,808,6266,0.128949888
2023/6/2,6063,32028,0.18930311,866,6855,0.126331145
2023/6/3,7796,38007,0.205120109,1024,6484,0.157927205
2023/6/4,7414,33434,0.221750314,1039,6469,0.16061215
2023/6/5,9954,49205,0.202296515,1117,8757,0.127555099
2023/6/6,8538,40530,0.210658771,960,7615,0.126066973
2023/6/7,7821,35800,0.218463687,971,7337,0.132342919
2023/6/8,7920,35182,0.225115116,927,6613,0.140178436
2023/6/9,8287,37572,0.220563185,959,6724,0.142623438
2023/6/10,7803,33261,0.23459908,1065,6399,0.166432255
2023/6/11,8061,34227,0.235515821,1013,6196,0.163492576
2023/6/12,9364,45818,0.204373827,1076,8309,0.129498135
2023/6/13,10060,48673,0.206685431,949,7506,0.126432188
2023/6/14,9659,44404,0.217525448,964,7200,0.133888889
2023/6/15,9890,46365,0.213307452,816,6456,0.126394052
2023/6/16,9403,45060,0.208677319,889,6865,0.129497451
2023/6/17,8721,41569,0.209795761,872,5911,0.14752157
2023/6/18,9285,43525,0.213325675,865,5693,0.15194098
2023/6/19,8870,45253,0.196009104,875,7747,0.112946947
2023/6/20,8234,46516,0.177014361,857,7367,0.116329578
2023/6/21,8112,44874,0.180772831,,,
2023/6/22,7161,35311,0.202797995,,,
2023/6/23,5717,27026,0.211537038,,,
2023/6/24,5636,26930,0.209283327,,,
2023/6/25,7826,39263,0.199322517,,,
2023/6/26,7271,40897,0.177788102,,,
2023/6/27,6978,39792,0.175361882,,,
2023/6/28,5790,35673,0.162307628,,,
2023/6/29,5726,33551,0.170665554,,,
2023/6/30,5230,35892,0.145714923,,,
2023/7/1,7238,44161,0.163900274,,,
2023/7/2,6326,37695,0.167820666,,,
2023/7/3,6844,45733,0.149651237,,,
2023/7/4,5416,33228,0.162995064,,,
2023/7/5,6088,37595,0.161936428,,,
2023/7/6,6436,40415,0.159247804,,,
2023/7/7,6894,43851,0.157214203,,,
2023/7/8,6143,36454,0.168513743,,,
2023/7/9,6697,39495,0.169565768,,,
2023/7/10,7555,49811,0.151673325,,,
2023/7/11,7618,42074,0.181061938,,,
2023/7/12,6519,37499,0.173844636,,,
2023/7/13,6416,36801,0.174343089,,,
2023/7/14,5975,36145,0.165306405,,,
2023/7/15,5984,32260,0.18549287,,,
2023/7/16,5820,29501,0.197281448,,,
2023/7/17,5706,30985,0.184153623,,,
2023/7/18,6046,33475,0.180612397,,,
2023/7/19,5855,33964,0.172388411,,,
2023/7/20,5432,31302,0.173535237,,,
2023/7/21,5455,31369,0.173897797,,,
2023/7/22,5028,27347,0.18385929,,,
2023/7/23,5163,28364,0.182026512,,,
2023/7/24,6452,38725,0.166610717,,,
2023/7/25,5430,30070,0.18057865,,,
2023/7/26,5205,29879,0.174202617,,,
2023/7/27,5248,28427,0.18461322,,,
2023/7/28,5709,34087,0.167483205,,,
2023/7/29,6523,33634,0.193940655,,,
2023/7/30,7147,39755,0.179776129,,,
2023/7/31,6600,40187,0.164232214,,,
2023/8/1,6095,32422,0.187989637,,,
2023/8/2,4173,25647,0.162709089,,,
2023/8/3,3623,21399,0.169306977,,,
2023/8/4,4124,26461,0.155852009,,,
2023/8/5,4208,25795,0.16313239,,,
2023/8/6,4280,24499,0.174701008,,,
2023/8/7,4180,27231,0.153501524,,,
2023/8/8,4872,27764,0.175479038,,,
2023/8/9,4268,25605,0.166686194,,,
2023/8/10,5472,35829,0.152725446,,,
2023/8/11,5892,38499,0.153042936,,,
2023/8/12,5376,33289,0.161494788,,,
2023/8/13,6482,37476,0.17296403,,,
2023/8/14,4967,32864,0.151138023,,,
2023/8/15,5186,32849,0.157873908,,,
2023/8/16,5324,30331,0.175529986,,,
2023/8/17,6814,36230,0.18807618,,,
2023/8/18,8,30,0.266666667,,,
