d_idle,p_idle,idle,total_d,total_p,total,ep
23.0,276.0,299.0,1204.0,685.0,1889.0,1766
3.0,398.0,401.0,1184.0,807.0,1991.0,1767
24.0,353.0,377.0,1205.0,762.0,1967.0,1768
37.0,271.0,308.0,1218.0,680.0,1898.0,1769
40.0,231.0,271.0,1221.0,640.0,1861.0,1770
25.0,305.0,330.0,1206.0,714.0,1920.0,1771
34.0,283.0,317.0,1215.0,692.0,1907.0,1772
60.0,297.0,357.0,1241.0,706.0,1947.0,1773
46.0,395.0,441.0,1227.0,804.0,2031.0,1774
30.0,315.0,345.0,1211.0,724.0,1935.0,1775
12.0,373.0,385.0,1193.0,782.0,1975.0,1776
35.0,367.0,402.0,1216.0,776.0,1992.0,1777
49.0,405.0,454.0,1230.0,814.0,2044.0,1778
49.0,185.0,234.0,1230.0,594.0,1824.0,1779
9.0,347.0,356.0,1190.0,756.0,1946.0,1780
26.0,362.0,388.0,1207.0,771.0,1978.0,1781
7.0,485.0,492.0,1188.0,894.0,2082.0,1782
39.0,367.0,406.0,1220.0,776.0,1996.0,1783
15.0,332.0,347.0,1196.0,741.0,1937.0,1784
51.0,332.0,383.0,1232.0,741.0,1973.0,1785
28.0,348.0,376.0,1209.0,757.0,1966.0,1786
71.0,183.0,254.0,1252.0,592.0,1844.0,1787
81.0,379.0,460.0,1262.0,788.0,2050.0,1788
35.0,273.0,308.0,1216.0,682.0,1898.0,1789
12.0,398.0,410.0,1193.0,807.0,2000.0,1790
15.0,291.0,306.0,1196.0,700.0,1896.0,1791
28.0,421.0,449.0,1209.0,830.0,2039.0,1792
18.0,240.0,258.0,1199.0,649.0,1848.0,1793
23.0,243.0,266.0,1204.0,652.0,1856.0,1794
34.0,351.0,385.0,1215.0,760.0,1975.0,1795
40.0,345.0,385.0,1221.0,754.0,1975.0,1796
53.0,255.0,308.0,1234.0,664.0,1898.0,1797
42.0,334.0,376.0,1223.0,743.0,1966.0,1798
46.0,271.0,317.0,1227.0,680.0,1907.0,1799
34.0,238.0,272.0,1215.0,647.0,1862.0,1800
54.0,345.0,399.0,1235.0,754.0,1989.0,1801
61.0,259.0,320.0,1242.0,668.0,1910.0,1802
28.0,285.0,313.0,1209.0,694.0,1903.0,1803
16.0,274.0,290.0,1197.0,683.0,1880.0,1804
28.0,322.0,350.0,1209.0,731.0,1940.0,1805
42.0,360.0,402.0,1223.0,769.0,1992.0,1806
47.0,360.0,407.0,1228.0,769.0,1997.0,1807
35.0,276.0,311.0,1216.0,685.0,1901.0,1808
24.0,344.0,368.0,1205.0,753.0,1958.0,1809
8.0,342.0,350.0,1189.0,751.0,1940.0,1810
27.0,256.0,283.0,1208.0,665.0,1873.0,1811
48.0,249.0,297.0,1229.0,658.0,1887.0,1812
47.0,191.0,238.0,1228.0,600.0,1828.0,1813
7.0,361.0,368.0,1188.0,770.0,1958.0,1814
22.0,330.0,352.0,1203.0,739.0,1942.0,1815
10.0,309.0,319.0,1191.0,718.0,1909.0,1816
25.0,361.0,386.0,1206.0,770.0,1976.0,1817
50.0,413.0,463.0,1231.0,822.0,2053.0,1818
62.0,324.0,386.0,1243.0,733.0,1976.0,1819
15.0,352.0,367.0,1196.0,761.0,1957.0,1820
28.0,290.0,318.0,1209.0,699.0,1908.0,1821
37.0,466.0,503.0,1218.0,875.0,2093.0,1822
38.0,225.0,263.0,1219.0,634.0,1853.0,1823
65.0,182.0,247.0,1246.0,591.0,1837.0,1824
50.0,337.0,387.0,1231.0,746.0,1977.0,1825
34.0,340.0,374.0,1215.0,749.0,1964.0,1826
43.0,286.0,329.0,1224.0,695.0,1919.0,1827
55.0,244.0,299.0,1236.0,653.0,1889.0,1828
84.0,314.0,398.0,1265.0,723.0,1988.0,1829
46.0,410.0,456.0,1227.0,819.0,2046.0,1830
33.0,341.0,374.0,1214.0,750.0,1964.0,1831
67.0,339.0,406.0,1248.0,748.0,1996.0,1832
20.0,299.0,319.0,1201.0,708.0,1909.0,1833
29.0,237.0,266.0,1210.0,646.0,1856.0,1834
29.0,306.0,335.0,1210.0,715.0,1925.0,1835
45.0,226.0,271.0,1226.0,635.0,1861.0,1836
14.0,383.0,397.0,1195.0,792.0,1987.0,1837
50.0,312.0,362.0,1231.0,721.0,1952.0,1838
65.0,229.0,294.0,1246.0,638.0,1884.0,1839
63.0,327.0,390.0,1244.0,736.0,1980.0,1840
30.0,409.0,439.0,1211.0,818.0,2029.0,1841
100.0,316.0,416.0,1281.0,725.0,2006.0,1842
19.0,359.0,378.0,1200.0,768.0,1968.0,1843
72.0,361.0,433.0,1253.0,770.0,2023.0,1844
16.0,337.0,353.0,1197.0,746.0,1943.0,1845
52.0,479.0,531.0,1233.0,888.0,2121.0,1846
34.0,338.0,372.0,1215.0,747.0,1962.0,1847
44.0,333.0,377.0,1225.0,742.0,1967.0,1848
4.0,396.0,400.0,1185.0,805.0,1990.0,1849
22.0,344.0,366.0,1203.0,753.0,1956.0,1850
43.0,297.0,340.0,1224.0,706.0,1930.0,1851
32.0,304.0,336.0,1213.0,713.0,1926.0,1852
18.0,341.0,359.0,1199.0,750.0,1949.0,1853
47.0,347.0,394.0,1228.0,756.0,1984.0,1854
24.0,253.0,277.0,1205.0,662.0,1867.0,1855
97.0,319.0,416.0,1278.0,728.0,2006.0,1856
28.0,239.0,267.0,1209.0,648.0,1857.0,1857
61.0,340.0,401.0,1242.0,749.0,1991.0,1858
17.0,390.0,407.0,1198.0,799.0,1997.0,1859
31.0,323.0,354.0,1212.0,732.0,1944.0,1860
48.0,255.0,303.0,1229.0,664.0,1893.0,1861
24.0,307.0,331.0,1205.0,716.0,1921.0,1862
36.0,333.0,369.0,1217.0,742.0,1959.0,1863
56.0,217.0,273.0,1237.0,626.0,1863.0,1864
38.0,264.0,302.0,1219.0,673.0,1892.0,1865
44.0,286.0,330.0,1225.0,695.0,1920.0,1866
7.0,391.0,398.0,1188.0,800.0,1988.0,1867
38.0,300.0,338.0,1219.0,709.0,1928.0,1868
25.0,387.0,412.0,1206.0,796.0,2002.0,1869
31.0,303.0,334.0,1212.0,712.0,1924.0,1870
13.0,297.0,310.0,1194.0,706.0,1900.0,1871
35.0,227.0,262.0,1216.0,636.0,1852.0,1872
28.0,369.0,397.0,1209.0,778.0,1987.0,1873
63.0,369.0,432.0,1244.0,778.0,2022.0,1874
17.0,400.0,417.0,1198.0,809.0,2007.0,1875
17.0,312.0,329.0,1198.0,721.0,1919.0,1876
16.0,462.0,478.0,1197.0,871.0,2068.0,1877
35.0,380.0,415.0,1216.0,789.0,2005.0,1878
31.0,341.0,372.0,1212.0,750.0,1962.0,1879
31.0,320.0,351.0,1212.0,729.0,1941.0,1880
38.0,214.0,252.0,1219.0,623.0,1842.0,1881
36.0,347.0,383.0,1217.0,756.0,1973.0,1882
17.0,292.0,309.0,1198.0,701.0,1899.0,1883
92.0,194.0,286.0,1273.0,603.0,1876.0,1884
41.0,348.0,389.0,1222.0,757.0,1979.0,1885
10.0,317.0,327.0,1191.0,726.0,1917.0,1886
59.0,269.0,328.0,1240.0,678.0,1918.0,1887
24.0,291.0,315.0,1205.0,700.0,1905.0,1888
47.0,423.0,470.0,1228.0,832.0,2060.0,1889
45.0,302.0,347.0,1226.0,711.0,1937.0,1890
90.0,249.0,339.0,1271.0,658.0,1929.0,1891
37.0,381.0,418.0,1218.0,790.0,2008.0,1892
42.0,261.0,303.0,1223.0,670.0,1893.0,1893
53.0,381.0,434.0,1234.0,790.0,2024.0,1894
24.0,321.0,345.0,1205.0,730.0,1935.0,1895
30.0,275.0,305.0,1211.0,684.0,1895.0,1896
39.0,295.0,334.0,1220.0,704.0,1924.0,1897
31.0,303.0,334.0,1212.0,712.0,1924.0,1898
32.0,279.0,311.0,1213.0,688.0,1901.0,1899
44.0,252.0,296.0,1225.0,661.0,1886.0,1900
40.0,288.0,328.0,1221.0,697.0,1918.0,1901
59.0,382.0,441.0,1240.0,791.0,2031.0,1902
36.0,310.0,346.0,1217.0,719.0,1936.0,1903
45.0,359.0,404.0,1226.0,768.0,1994.0,1904
33.0,169.0,202.0,1214.0,578.0,1792.0,1905
98.0,139.0,237.0,1279.0,548.0,1827.0,1906
12.0,382.0,394.0,1193.0,791.0,1984.0,1907
26.0,213.0,239.0,1207.0,622.0,1829.0,1908
69.0,305.0,374.0,1250.0,714.0,1964.0,1909
27.0,256.0,283.0,1208.0,665.0,1873.0,1910
50.0,505.0,555.0,1231.0,914.0,2145.0,1911
34.0,365.0,399.0,1215.0,774.0,1989.0,1912
29.0,347.0,376.0,1210.0,756.0,1966.0,1913
45.0,318.0,363.0,1226.0,727.0,1953.0,1914
83.0,232.0,315.0,1264.0,641.0,1905.0,1915
53.0,384.0,437.0,1234.0,793.0,2027.0,1916
19.0,329.0,348.0,1200.0,738.0,1938.0,1917
16.0,271.0,287.0,1197.0,680.0,1877.0,1918
41.0,269.0,310.0,1222.0,678.0,1900.0,1919
45.0,441.0,486.0,1226.0,850.0,2076.0,1920
33.0,254.0,287.0,1214.0,663.0,1877.0,1921
30.0,411.0,441.0,1211.0,820.0,2031.0,1922
31.0,307.0,338.0,1212.0,716.0,1928.0,1923
50.0,279.0,329.0,1231.0,688.0,1919.0,1924
45.0,163.0,208.0,1226.0,572.0,1798.0,1925
28.0,263.0,291.0,1209.0,672.0,1881.0,1926
57.0,204.0,261.0,1238.0,613.0,1851.0,1927
22.0,306.0,328.0,1203.0,715.0,1918.0,1928
89.0,295.0,384.0,1270.0,704.0,1974.0,1929
29.0,352.0,381.0,1210.0,761.0,1971.0,1930
45.0,180.0,225.0,1226.0,589.0,1815.0,1931
74.0,331.0,405.0,1255.0,740.0,1995.0,1932
47.0,283.0,330.0,1228.0,692.0,1920.0,1933
36.0,249.0,285.0,1217.0,658.0,1875.0,1934
26.0,400.0,426.0,1207.0,809.0,2016.0,1935
42.0,326.0,368.0,1223.0,735.0,1958.0,1936
5.0,308.0,313.0,1186.0,717.0,1903.0,1937
31.0,382.0,413.0,1212.0,791.0,2003.0,1938
45.0,267.0,312.0,1226.0,676.0,1902.0,1939
34.0,442.0,476.0,1215.0,851.0,2066.0,1940
34.0,281.0,315.0,1215.0,690.0,1905.0,1941
12.0,341.0,353.0,1193.0,750.0,1943.0,1942
11.0,474.0,485.0,1192.0,883.0,2075.0,1943
80.0,196.0,276.0,1261.0,605.0,1866.0,1944
51.0,404.0,455.0,1232.0,813.0,2045.0,1945
41.0,360.0,401.0,1222.0,769.0,1991.0,1946
38.0,386.0,424.0,1219.0,795.0,2014.0,1947
40.0,431.0,471.0,1221.0,840.0,2061.0,1948
37.0,347.0,384.0,1218.0,756.0,1974.0,1949
58.0,293.0,351.0,1239.0,702.0,1941.0,1950
39.0,406.0,445.0,1220.0,815.0,2035.0,1951
36.0,343.0,379.0,1217.0,752.0,1969.0,1952
24.0,441.0,465.0,1205.0,850.0,2055.0,1953
35.0,399.0,434.0,1216.0,808.0,2024.0,1954
16.0,429.0,445.0,1197.0,838.0,2035.0,1955
21.0,562.0,583.0,1202.0,971.0,2173.0,1956
19.0,371.0,390.0,1200.0,780.0,1980.0,1957
25.0,329.0,354.0,1206.0,738.0,1944.0,1958
18.0,273.0,291.0,1199.0,682.0,1881.0,1959
61.0,340.0,401.0,1242.0,749.0,1991.0,1960
38.0,288.0,326.0,1219.0,697.0,1916.0,1961
22.0,230.0,252.0,1203.0,639.0,1842.0,1962
21.0,339.0,360.0,1202.0,748.0,1950.0,1963
22.0,416.0,438.0,1203.0,825.0,2028.0,1964
25.0,390.0,415.0,1206.0,799.0,2005.0,1965
51.0,424.0,475.0,1232.0,833.0,2065.0,1966
8.0,359.0,367.0,1189.0,768.0,1957.0,1967
27.0,286.0,313.0,1208.0,695.0,1903.0,1968
18.0,357.0,375.0,1199.0,766.0,1965.0,1969
40.0,314.0,354.0,1221.0,723.0,1944.0,1970
44.0,337.0,381.0,1225.0,746.0,1971.0,1971
53.0,256.0,309.0,1234.0,665.0,1899.0,1972
19.0,262.0,281.0,1200.0,671.0,1871.0,1973
32.0,310.0,342.0,1213.0,719.0,1932.0,1974
57.0,312.0,369.0,1238.0,721.0,1959.0,1975
58.0,309.0,367.0,1239.0,718.0,1957.0,1976
43.0,353.0,396.0,1224.0,762.0,1986.0,1977
51.0,343.0,394.0,1232.0,752.0,1984.0,1978
27.0,355.0,382.0,1208.0,764.0,1972.0,1979
26.0,347.0,373.0,1207.0,756.0,1963.0,1980
68.0,340.0,408.0,1249.0,749.0,1998.0,1981
54.0,257.0,311.0,1235.0,666.0,1901.0,1982
22.0,381.0,403.0,1203.0,790.0,1993.0,1983
31.0,313.0,344.0,1212.0,722.0,1934.0,1984
69.0,277.0,346.0,1250.0,686.0,1936.0,1985
31.0,361.0,392.0,1212.0,770.0,1982.0,1986
34.0,270.0,304.0,1215.0,679.0,1894.0,1987
24.0,283.0,307.0,1205.0,692.0,1897.0,1988
34.0,161.0,195.0,1215.0,570.0,1785.0,1989
38.0,236.0,274.0,1219.0,645.0,1864.0,1990
11.0,490.0,501.0,1192.0,899.0,2091.0,1991
10.0,373.0,383.0,1191.0,782.0,1973.0,1992
50.0,206.0,256.0,1231.0,615.0,1846.0,1993
79.0,340.0,419.0,1260.0,749.0,2009.0,1994
42.0,363.0,405.0,1223.0,772.0,1995.0,1995
62.0,278.0,340.0,1243.0,687.0,1930.0,1996
15.0,311.0,326.0,1196.0,720.0,1916.0,1997
12.0,344.0,356.0,1193.0,753.0,1946.0,1998
28.0,275.0,303.0,1209.0,684.0,1893.0,1999
68.0,291.0,359.0,1249.0,700.0,1949.0,2000
88.0,313.0,401.0,1269.0,722.0,1991.0,2001
14.0,398.0,412.0,1195.0,807.0,2002.0,2002
47.0,333.0,380.0,1228.0,742.0,1970.0,2003
7.0,209.0,216.0,1188.0,618.0,1806.0,2004
41.0,349.0,390.0,1222.0,758.0,1980.0,2005
75.0,319.0,394.0,1256.0,728.0,1984.0,2006
22.0,401.0,423.0,1203.0,810.0,2013.0,2007
38.0,401.0,439.0,1219.0,810.0,2029.0,2008
64.0,333.0,397.0,1245.0,742.0,1987.0,2009
67.0,294.0,361.0,1248.0,703.0,1951.0,2010
18.0,485.0,503.0,1199.0,894.0,2093.0,2011
22.0,363.0,385.0,1203.0,772.0,1975.0,2012
25.0,351.0,376.0,1206.0,760.0,1966.0,2013
20.0,388.0,408.0,1201.0,797.0,1998.0,2014
50.0,376.0,426.0,1231.0,785.0,2016.0,2015
46.0,266.0,312.0,1227.0,675.0,1902.0,2016
32.0,298.0,330.0,1213.0,707.0,1920.0,2017
25.0,479.0,504.0,1206.0,888.0,2094.0,2018
35.0,267.0,302.0,1216.0,676.0,1892.0,2019
8.0,345.0,353.0,1189.0,754.0,1943.0,2020
37.0,334.0,371.0,1218.0,743.0,1961.0,2021
41.0,354.0,395.0,1222.0,763.0,1985.0,2022
26.0,342.0,368.0,1207.0,751.0,1958.0,2023
43.0,460.0,503.0,1224.0,869.0,2093.0,2024
23.0,264.0,287.0,1204.0,673.0,1877.0,2025
55.0,399.0,454.0,1236.0,808.0,2044.0,2026
51.0,227.0,278.0,1232.0,636.0,1868.0,2027
17.0,465.0,482.0,1198.0,874.0,2072.0,2028
20.0,260.0,280.0,1201.0,669.0,1870.0,2029
16.0,465.0,481.0,1197.0,874.0,2071.0,2030
73.0,360.0,433.0,1254.0,769.0,2023.0,2031
54.0,233.0,287.0,1235.0,642.0,1877.0,2032
81.0,332.0,413.0,1262.0,741.0,2003.0,2033
15.0,418.0,433.0,1196.0,827.0,2023.0,2034
37.0,423.0,460.0,1218.0,832.0,2050.0,2035
18.0,231.0,249.0,1199.0,640.0,1839.0,2036
23.0,250.0,273.0,1204.0,659.0,1863.0,2037
17.0,307.0,324.0,1198.0,716.0,1914.0,2038
41.0,352.0,393.0,1222.0,761.0,1983.0,2039
43.0,306.0,349.0,1224.0,715.0,1939.0,2040
50.0,233.0,283.0,1231.0,642.0,1873.0,2041
70.0,449.0,519.0,1251.0,858.0,2109.0,2042
0.0,479.0,479.0,1181.0,888.0,2069.0,2043
44.0,261.0,305.0,1225.0,670.0,1895.0,2044
8.0,333.0,341.0,1189.0,742.0,1931.0,2045
27.0,406.0,433.0,1208.0,815.0,2023.0,2046
48.0,309.0,357.0,1229.0,718.0,1947.0,2047
20.0,372.0,392.0,1201.0,781.0,1982.0,2048
26.0,329.0,355.0,1207.0,738.0,1945.0,2049
34.0,226.0,260.0,1215.0,635.0,1850.0,2050
16.0,296.0,312.0,1197.0,705.0,1902.0,2051
45.0,387.0,432.0,1226.0,796.0,2022.0,2052
54.0,305.0,359.0,1235.0,714.0,1949.0,2053
24.0,216.0,240.0,1205.0,625.0,1830.0,2054
39.0,323.0,362.0,1220.0,732.0,1952.0,2055
67.0,200.0,267.0,1248.0,609.0,1857.0,2056
49.0,346.0,395.0,1230.0,755.0,1985.0,2057
20.0,340.0,360.0,1201.0,749.0,1950.0,2058
48.0,285.0,333.0,1229.0,694.0,1923.0,2059
55.0,297.0,352.0,1236.0,706.0,1942.0,2060
28.0,356.0,384.0,1209.0,765.0,1974.0,2061
41.0,212.0,253.0,1222.0,621.0,1843.0,2062
22.0,382.0,404.0,1203.0,791.0,1994.0,2063
19.0,288.0,307.0,1200.0,697.0,1897.0,2064
45.0,217.0,262.0,1226.0,626.0,1852.0,2065
28.0,269.0,297.0,1209.0,678.0,1887.0,2066
16.0,276.0,292.0,1197.0,685.0,1882.0,2067
37.0,295.0,332.0,1218.0,704.0,1922.0,2068
24.0,301.0,325.0,1205.0,710.0,1915.0,2069
25.0,385.0,410.0,1206.0,794.0,2000.0,2070
32.0,462.0,494.0,1213.0,871.0,2084.0,2071
25.0,363.0,388.0,1206.0,772.0,1978.0,2072
58.0,249.0,307.0,1239.0,658.0,1897.0,2073
57.0,296.0,353.0,1238.0,705.0,1943.0,2074
84.0,366.0,450.0,1265.0,775.0,2040.0,2075
46.0,317.0,363.0,1227.0,726.0,1953.0,2076
40.0,420.0,460.0,1221.0,829.0,2050.0,2077
11.0,482.0,493.0,1192.0,891.0,2083.0,2078
28.0,355.0,383.0,1209.0,764.0,1973.0,2079
16.0,325.0,341.0,1197.0,734.0,1931.0,2080
25.0,232.0,257.0,1206.0,641.0,1847.0,2081
43.0,258.0,301.0,1224.0,667.0,1891.0,2082
19.0,408.0,427.0,1200.0,817.0,2017.0,2083
18.0,262.0,280.0,1199.0,671.0,1870.0,2084
6.0,399.0,405.0,1187.0,808.0,1995.0,2085
40.0,395.0,435.0,1221.0,804.0,2025.0,2086
53.0,284.0,337.0,1234.0,693.0,1927.0,2087
59.0,337.0,396.0,1240.0,746.0,1986.0,2088
47.0,286.0,333.0,1228.0,695.0,1923.0,2089
9.0,314.0,323.0,1190.0,723.0,1913.0,2090
4.0,387.0,391.0,1185.0,796.0,1981.0,2091
57.0,349.0,406.0,1238.0,758.0,1996.0,2092
39.0,313.0,352.0,1220.0,722.0,1942.0,2093
25.0,268.0,293.0,1206.0,677.0,1883.0,2094
18.0,293.0,311.0,1199.0,702.0,1901.0,2095
49.0,259.0,308.0,1230.0,668.0,1898.0,2096
42.0,280.0,322.0,1223.0,689.0,1912.0,2097
22.0,338.0,360.0,1203.0,747.0,1950.0,2098
22.0,265.0,287.0,1203.0,674.0,1877.0,2099
7.0,398.0,405.0,1188.0,807.0,1995.0,2100
11.0,284.0,295.0,1192.0,693.0,1885.0,2101
25.0,426.0,451.0,1206.0,835.0,2041.0,2102
19.0,324.0,343.0,1200.0,733.0,1933.0,2103
24.0,401.0,425.0,1205.0,810.0,2015.0,2104
14.0,442.0,456.0,1195.0,851.0,2046.0,2105
36.0,312.0,348.0,1217.0,721.0,1938.0,2106
48.0,234.0,282.0,1229.0,643.0,1872.0,2107
58.0,373.0,431.0,1239.0,782.0,2021.0,2108
11.0,401.0,412.0,1192.0,810.0,2002.0,2109
25.0,316.0,341.0,1206.0,725.0,1931.0,2110
74.0,330.0,404.0,1255.0,739.0,1994.0,2111
8.0,309.0,317.0,1189.0,718.0,1907.0,2112
31.0,263.0,294.0,1212.0,672.0,1884.0,2113
26.0,338.0,364.0,1207.0,747.0,1954.0,2114
37.0,331.0,368.0,1218.0,740.0,1958.0,2115
32.0,315.0,347.0,1213.0,724.0,1937.0,2116
34.0,299.0,333.0,1215.0,708.0,1923.0,2117
20.0,231.0,251.0,1201.0,640.0,1841.0,2118
47.0,225.0,272.0,1228.0,634.0,1862.0,2119
63.0,336.0,399.0,1244.0,745.0,1989.0,2120
31.0,243.0,274.0,1212.0,652.0,1864.0,2121
43.0,229.0,272.0,1224.0,638.0,1862.0,2122
38.0,347.0,385.0,1219.0,756.0,1975.0,2123
8.0,289.0,297.0,1189.0,698.0,1887.0,2124
56.0,267.0,323.0,1237.0,676.0,1913.0,2125
39.0,317.0,356.0,1220.0,726.0,1946.0,2126
36.0,302.0,338.0,1217.0,711.0,1928.0,2127
23.0,366.0,389.0,1204.0,775.0,1979.0,2128
28.0,271.0,299.0,1209.0,680.0,1889.0,2129
21.0,340.0,361.0,1202.0,749.0,1951.0,2130
35.0,380.0,415.0,1216.0,789.0,2005.0,2131
44.0,407.0,451.0,1225.0,816.0,2041.0,2132
39.0,360.0,399.0,1220.0,769.0,1989.0,2133
18.0,453.0,471.0,1199.0,862.0,2061.0,2134
50.0,294.0,344.0,1231.0,703.0,1934.0,2135
29.0,420.0,449.0,1210.0,829.0,2039.0,2136
29.0,199.0,228.0,1210.0,608.0,1818.0,2137
68.0,381.0,449.0,1249.0,790.0,2039.0,2138
28.0,253.0,281.0,1209.0,662.0,1871.0,2139
41.0,268.0,309.0,1222.0,677.0,1899.0,2140
22.0,384.0,406.0,1203.0,793.0,1996.0,2141
48.0,171.0,219.0,1229.0,580.0,1809.0,2142
36.0,394.0,430.0,1217.0,803.0,2020.0,2143
55.0,355.0,410.0,1236.0,764.0,2000.0,2144
39.0,186.0,225.0,1220.0,595.0,1815.0,2145
36.0,387.0,423.0,1217.0,796.0,2013.0,2146
40.0,276.0,316.0,1221.0,685.0,1906.0,2147
57.0,235.0,292.0,1238.0,644.0,1882.0,2148
21.0,317.0,338.0,1202.0,726.0,1928.0,2149
58.0,248.0,306.0,1239.0,657.0,1896.0,2150
25.0,435.0,460.0,1206.0,844.0,2050.0,2151
36.0,296.0,332.0,1217.0,705.0,1922.0,2152
30.0,341.0,371.0,1211.0,750.0,1961.0,2153
49.0,321.0,370.0,1230.0,730.0,1960.0,2154
29.0,278.0,307.0,1210.0,687.0,1897.0,2155
52.0,331.0,383.0,1233.0,740.0,1973.0,2156
27.0,185.0,212.0,1208.0,594.0,1802.0,2157
24.0,329.0,353.0,1205.0,738.0,1943.0,2158
64.0,262.0,326.0,1245.0,671.0,1916.0,2159
52.0,395.0,447.0,1233.0,804.0,2037.0,2160
65.0,233.0,298.0,1246.0,642.0,1888.0,2161
49.0,467.0,516.0,1230.0,876.0,2106.0,2162
35.0,254.0,289.0,1216.0,663.0,1879.0,2163
34.0,342.0,376.0,1215.0,751.0,1966.0,2164
58.0,345.0,403.0,1239.0,754.0,1993.0,2165
36.0,233.0,269.0,1217.0,642.0,1859.0,2166
48.0,385.0,433.0,1229.0,794.0,2023.0,2167
46.0,353.0,399.0,1227.0,762.0,1989.0,2168
23.0,343.0,366.0,1204.0,752.0,1956.0,2169
5.0,238.0,243.0,1186.0,647.0,1833.0,2170
27.0,292.0,319.0,1208.0,701.0,1909.0,2171
17.0,276.0,293.0,1198.0,685.0,1883.0,2172
37.0,325.0,362.0,1218.0,734.0,1952.0,2173
43.0,195.0,238.0,1224.0,604.0,1828.0,2174
48.0,278.0,326.0,1229.0,687.0,1916.0,2175
25.0,273.0,298.0,1206.0,682.0,1888.0,2176
65.0,142.0,207.0,1246.0,551.0,1797.0,2177
23.0,420.0,443.0,1204.0,829.0,2033.0,2178
11.0,235.0,246.0,1192.0,644.0,1836.0,2179
45.0,325.0,370.0,1226.0,734.0,1960.0,2180
25.0,321.0,346.0,1206.0,730.0,1936.0,2181
30.0,208.0,238.0,1211.0,617.0,1828.0,2182
40.0,134.0,174.0,1221.0,543.0,1764.0,2183
40.0,279.0,319.0,1221.0,688.0,1909.0,2184
52.0,354.0,406.0,1233.0,763.0,1996.0,2185
37.0,452.0,489.0,1218.0,861.0,2079.0,2186
21.0,475.0,496.0,1202.0,884.0,2086.0,2187
58.0,299.0,357.0,1239.0,708.0,1947.0,2188
18.0,340.0,358.0,1199.0,749.0,1948.0,2189
31.0,285.0,316.0,1212.0,694.0,1906.0,2190
26.0,384.0,410.0,1207.0,793.0,2000.0,2191
64.0,286.0,350.0,1245.0,695.0,1940.0,2192
59.0,456.0,515.0,1240.0,865.0,2105.0,2193
33.0,315.0,348.0,1214.0,724.0,1938.0,2194
95.0,305.0,400.0,1276.0,714.0,1990.0,2195
13.0,292.0,305.0,1194.0,701.0,1895.0,2196
35.0,292.0,327.0,1216.0,701.0,1917.0,2197
26.0,371.0,397.0,1207.0,780.0,1987.0,2198
46.0,183.0,229.0,1227.0,592.0,1819.0,2199
35.0,377.0,412.0,1216.0,786.0,2002.0,2200
55.0,300.0,355.0,1236.0,709.0,1945.0,2201
31.0,286.0,317.0,1212.0,695.0,1907.0,2202
60.0,213.0,273.0,1241.0,622.0,1863.0,2203
26.0,326.0,352.0,1207.0,735.0,1942.0,2204
46.0,268.0,314.0,1227.0,677.0,1904.0,2205
32.0,443.0,475.0,1213.0,852.0,2065.0,2206
40.0,255.0,295.0,1221.0,664.0,1885.0,2207
45.0,348.0,393.0,1226.0,757.0,1983.0,2208
58.0,393.0,451.0,1239.0,802.0,2041.0,2209
47.0,317.0,364.0,1228.0,726.0,1954.0,2210
9.0,414.0,423.0,1190.0,823.0,2013.0,2211
41.0,404.0,445.0,1222.0,813.0,2035.0,2212
25.0,250.0,275.0,1206.0,659.0,1865.0,2213
33.0,326.0,359.0,1214.0,735.0,1949.0,2214
18.0,470.0,488.0,1199.0,879.0,2078.0,2215
8.0,394.0,402.0,1189.0,803.0,1992.0,2216
20.0,384.0,404.0,1201.0,793.0,1994.0,2217
32.0,392.0,424.0,1213.0,801.0,2014.0,2218
34.0,220.0,254.0,1215.0,629.0,1844.0,2219
32.0,365.0,397.0,1213.0,774.0,1987.0,2220
72.0,264.0,336.0,1253.0,673.0,1926.0,2221
33.0,370.0,403.0,1214.0,779.0,1993.0,2222
63.0,343.0,406.0,1244.0,752.0,1996.0,2223
27.0,371.0,398.0,1208.0,780.0,1988.0,2224
27.0,361.0,388.0,1208.0,770.0,1978.0,2225
50.0,394.0,444.0,1231.0,803.0,2034.0,2226
12.0,449.0,461.0,1193.0,858.0,2051.0,2227
20.0,308.0,328.0,1201.0,717.0,1918.0,2228
18.0,288.0,306.0,1199.0,697.0,1896.0,2229
50.0,304.0,354.0,1231.0,713.0,1944.0,2230
32.0,392.0,424.0,1213.0,801.0,2014.0,2231
48.0,309.0,357.0,1229.0,718.0,1947.0,2232
9.0,355.0,364.0,1190.0,764.0,1954.0,2233
23.0,248.0,271.0,1204.0,657.0,1861.0,2234
21.0,411.0,432.0,1202.0,820.0,2022.0,2235
39.0,245.0,284.0,1220.0,654.0,1874.0,2236
17.0,311.0,328.0,1198.0,720.0,1918.0,2237
25.0,316.0,341.0,1206.0,725.0,1931.0,2238
29.0,316.0,345.0,1210.0,725.0,1935.0,2239
25.0,312.0,337.0,1206.0,721.0,1927.0,2240
27.0,294.0,321.0,1208.0,703.0,1911.0,2241
71.0,318.0,389.0,1252.0,727.0,1979.0,2242
54.0,323.0,377.0,1235.0,732.0,1967.0,2243
22.0,345.0,367.0,1203.0,754.0,1957.0,2244
50.0,220.0,270.0,1231.0,629.0,1860.0,2245
47.0,265.0,312.0,1228.0,674.0,1902.0,2246
