p_idle,d_idle,total_idle_time,d_total_time
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
1435.0,3316.0,4751.0,8570.0
