p_idle,d_idle,total_idle_time,d_total_time
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
9257.0,278.0,9535.0,6910.0
