p_idle,d_idle,total_idle_time,d_total_time
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
5380.0,631.0,6011.0,4668.0
