p_idle,d_idle,total_idle_time,d_total_time
2375.0,26.0,2401,5280.0
3267.0,39.0,3306,5293.0
2548.0,47.0,2595,5301.0
2871.0,22.0,2893,5276.0
2731.0,52.0,2783,5306.0
3076.0,22.0,3098,5276.0
2440.0,32.0,2472,5286.0
2637.0,24.0,2661,5278.0
2375.0,65.0,2440,5319.0
3230.0,23.0,3253,5277.0
2703.0,30.0,2733,5284.0
2509.0,52.0,2561,5306.0
2709.0,23.0,2732,5277.0
2756.0,27.0,2783,5281.0
2413.0,33.0,2446,5287.0
2898.0,29.0,2927,5283.0
2426.0,59.0,2485,5313.0
3412.0,30.0,3442,5284.0
2142.0,60.0,2202,5314.0
2477.0,41.0,2518,5295.0
2969.0,36.0,3005,5290.0
2554.0,27.0,2581,5281.0
2971.0,55.0,3026,5309.0
2552.0,42.0,2594,5296.0
2693.0,38.0,2731,5292.0
2324.0,49.0,2373,5303.0
3231.0,20.0,3251,5274.0
3109.0,41.0,3150,5295.0
2632.0,53.0,2685,5307.0
2494.0,38.0,2532,5292.0
2612.0,25.0,2637,5279.0
2424.0,75.0,2499,5329.0
2401.0,41.0,2442,5295.0
3108.0,15.0,3123,5269.0
2382.0,29.0,2411,5283.0
2994.0,47.0,3041,5301.0
2750.0,48.0,2798,5302.0
2544.0,38.0,2582,5292.0
2587.0,34.0,2621,5288.0
2247.0,36.0,2283,5290.0
2171.0,32.0,2203,5286.0
2823.0,81.0,2904,5335.0
2882.0,24.0,2906,5278.0
3110.0,23.0,3133,5277.0
2738.0,31.0,2769,5285.0
2775.0,29.0,2804,5283.0
2800.0,25.0,2825,5279.0
2887.0,23.0,2910,5277.0
2228.0,39.0,2267,5293.0
2834.0,54.0,2888,5308.0
2958.0,62.0,3020,5316.0
2611.0,53.0,2664,5307.0
3168.0,37.0,3205,5291.0
2567.0,24.0,2591,5278.0
2542.0,26.0,2568,5280.0
2664.0,37.0,2701,5291.0
2582.0,39.0,2621,5293.0
2912.0,70.0,2982,5324.0
2778.0,35.0,2813,5289.0
2904.0,67.0,2971,5321.0
3073.0,29.0,3102,5283.0
2979.0,78.0,3057,5332.0
2731.0,24.0,2755,5278.0
2542.0,24.0,2566,5278.0
2696.0,34.0,2730,5288.0
3045.0,26.0,3071,5280.0
2513.0,43.0,2556,5297.0
2531.0,37.0,2568,5291.0
2729.0,47.0,2776,5301.0
2177.0,52.0,2229,5306.0
2559.0,66.0,2625,5320.0
3164.0,52.0,3216,5306.0
2678.0,33.0,2711,5287.0
2904.0,66.0,2970,5320.0
2817.0,43.0,2860,5297.0
2703.0,42.0,2745,5296.0
2945.0,45.0,2990,5299.0
2806.0,37.0,2843,5291.0
2994.0,60.0,3054,5314.0
3165.0,16.0,3181,5270.0
2778.0,61.0,2839,5315.0
2249.0,59.0,2308,5313.0
2597.0,34.0,2631,5288.0
2665.0,51.0,2716,5305.0
2150.0,40.0,2190,5294.0
2834.0,64.0,2898,5318.0
2587.0,25.0,2612,5279.0
3044.0,24.0,3068,5278.0
2294.0,36.0,2330,5290.0
2454.0,51.0,2505,5305.0
3423.0,26.0,3449,5280.0
2164.0,46.0,2210,5300.0
2855.0,57.0,2912,5311.0
2493.0,20.0,2513,5274.0
2632.0,21.0,2653,5275.0
2605.0,59.0,2664,5313.0
2128.0,31.0,2159,5285.0
3296.0,22.0,3318,5276.0
2553.0,74.0,2627,5328.0
3323.0,45.0,3368,5299.0
