p_idle,d_idle,total_idle_time,d_total_time
1874.0,28.0,1902,2643.0
1635.0,23.0,1658,2638.0
2499.0,30.0,2529,2645.0
2552.0,11.0,2563,2626.0
1698.0,60.0,1758,2675.0
2068.0,20.0,2088,2635.0
3189.0,4.0,3193,2619.0
2218.0,44.0,2262,2659.0
1849.0,38.0,1887,2653.0
2320.0,67.0,2387,2682.0
3359.0,13.0,3372,2628.0
2198.0,12.0,2210,2627.0
2181.0,21.0,2202,2636.0
2379.0,54.0,2433,2669.0
2350.0,22.0,2372,2637.0
1631.0,13.0,1644,2628.0
2465.0,35.0,2500,2650.0
2811.0,30.0,2841,2645.0
2526.0,33.0,2559,2648.0
3075.0,29.0,3104,2644.0
1882.0,39.0,1921,2654.0
2111.0,29.0,2140,2644.0
1749.0,38.0,1787,2653.0
2746.0,9.0,2755,2624.0
1868.0,46.0,1914,2661.0
1525.0,21.0,1546,2636.0
1785.0,67.0,1852,2682.0
2122.0,55.0,2177,2670.0
2544.0,25.0,2569,2640.0
2678.0,33.0,2711,2648.0
2274.0,38.0,2312,2653.0
2186.0,48.0,2234,2663.0
1935.0,32.0,1967,2647.0
2603.0,19.0,2622,2634.0
1947.0,35.0,1982,2650.0
2246.0,39.0,2285,2654.0
1550.0,50.0,1600,2665.0
2874.0,3.0,2877,2618.0
2239.0,31.0,2270,2646.0
1907.0,25.0,1932,2640.0
2679.0,38.0,2717,2653.0
2009.0,40.0,2049,2655.0
1838.0,38.0,1876,2653.0
1931.0,26.0,1957,2641.0
1570.0,20.0,1590,2635.0
2901.0,28.0,2929,2643.0
2234.0,5.0,2239,2620.0
2411.0,32.0,2443,2647.0
1764.0,40.0,1804,2655.0
1933.0,38.0,1971,2653.0
2115.0,55.0,2170,2670.0
2155.0,40.0,2195,2655.0
2941.0,15.0,2956,2630.0
1944.0,31.0,1975,2646.0
1320.0,45.0,1365,2660.0
2562.0,24.0,2586,2639.0
1930.0,40.0,1970,2655.0
2627.0,39.0,2666,2654.0
2069.0,30.0,2099,2645.0
1953.0,43.0,1996,2658.0
2410.0,19.0,2429,2634.0
1144.0,32.0,1176,2647.0
1457.0,19.0,1476,2634.0
1846.0,32.0,1878,2647.0
2421.0,63.0,2484,2678.0
2775.0,23.0,2798,2638.0
2013.0,22.0,2035,2637.0
2261.0,18.0,2279,2633.0
2384.0,24.0,2408,2639.0
1686.0,28.0,1714,2643.0
2749.0,14.0,2763,2629.0
2246.0,27.0,2273,2642.0
1594.0,45.0,1639,2660.0
1451.0,35.0,1486,2650.0
1761.0,36.0,1797,2651.0
3258.0,20.0,3278,2635.0
2437.0,23.0,2460,2638.0
2506.0,57.0,2563,2672.0
1697.0,53.0,1750,2668.0
1632.0,17.0,1649,2632.0
2801.0,27.0,2828,2642.0
2268.0,20.0,2288,2635.0
2496.0,49.0,2545,2664.0
1917.0,58.0,1975,2673.0
2254.0,28.0,2282,2643.0
2263.0,26.0,2289,2641.0
2421.0,31.0,2452,2646.0
2365.0,40.0,2405,2655.0
2819.0,20.0,2839,2635.0
1926.0,47.0,1973,2662.0
2540.0,26.0,2566,2641.0
2210.0,47.0,2257,2662.0
2740.0,15.0,2755,2630.0
3089.0,41.0,3130,2656.0
2226.0,25.0,2251,2640.0
1884.0,24.0,1908,2639.0
2428.0,22.0,2450,2637.0
2003.0,68.0,2071,2683.0
2260.0,3.0,2263,2618.0
1971.0,24.0,1995,2639.0
