p_idle,d_idle,total_idle_time,d_total_time
3701.0,32.0,3733,4069.0
4112.0,28.0,4140,4065.0
3898.0,15.0,3913,4052.0
2907.0,53.0,2960,4090.0
3809.0,59.0,3868,4096.0
4382.0,18.0,4400,4055.0
3787.0,44.0,3831,4081.0
3223.0,58.0,3281,4095.0
3148.0,37.0,3185,4074.0
3608.0,42.0,3650,4079.0
4479.0,38.0,4517,4075.0
3817.0,66.0,3883,4103.0
4526.0,26.0,4552,4063.0
2751.0,54.0,2805,4091.0
3265.0,42.0,3307,4079.0
3345.0,44.0,3389,4081.0
4773.0,28.0,4801,4065.0
2464.0,59.0,2523,4096.0
3605.0,50.0,3655,4087.0
4494.0,48.0,4542,4085.0
4534.0,51.0,4585,4088.0
4144.0,51.0,4195,4088.0
3482.0,63.0,3545,4100.0
3111.0,42.0,3153,4079.0
3167.0,28.0,3195,4065.0
3081.0,84.0,3165,4121.0
3739.0,42.0,3781,4079.0
3583.0,64.0,3647,4101.0
2180.0,60.0,2240,4097.0
4414.0,53.0,4467,4090.0
3596.0,35.0,3631,4072.0
3969.0,30.0,3999,4067.0
3813.0,42.0,3855,4079.0
3338.0,32.0,3370,4069.0
4689.0,31.0,4720,4068.0
3828.0,57.0,3885,4094.0
4289.0,28.0,4317,4065.0
3693.0,49.0,3742,4086.0
3472.0,53.0,3525,4090.0
3987.0,55.0,4042,4092.0
4162.0,32.0,4194,4069.0
3987.0,54.0,4041,4091.0
4040.0,40.0,4080,4077.0
3631.0,50.0,3681,4087.0
3970.0,43.0,4013,4080.0
3454.0,78.0,3532,4115.0
3861.0,45.0,3906,4082.0
2969.0,61.0,3030,4098.0
3623.0,67.0,3690,4104.0
2530.0,50.0,2580,4087.0
4305.0,54.0,4359,4091.0
3781.0,27.0,3808,4064.0
3736.0,39.0,3775,4076.0
3492.0,63.0,3555,4100.0
3764.0,56.0,3820,4093.0
3649.0,33.0,3682,4070.0
3473.0,61.0,3534,4098.0
3412.0,55.0,3467,4092.0
2527.0,74.0,2601,4111.0
3330.0,58.0,3388,4095.0
2621.0,84.0,2705,4121.0
4194.0,45.0,4239,4082.0
4188.0,45.0,4233,4082.0
3608.0,50.0,3658,4087.0
2990.0,60.0,3050,4097.0
2712.0,65.0,2777,4102.0
3396.0,64.0,3460,4101.0
3408.0,45.0,3453,4082.0
3087.0,56.0,3143,4093.0
3477.0,43.0,3520,4080.0
3034.0,78.0,3112,4115.0
3516.0,43.0,3559,4080.0
3909.0,68.0,3977,4105.0
3964.0,31.0,3995,4068.0
4363.0,28.0,4391,4065.0
4196.0,42.0,4238,4079.0
3339.0,74.0,3413,4111.0
4078.0,40.0,4118,4077.0
3574.0,40.0,3614,4077.0
2704.0,44.0,2748,4081.0
3661.0,35.0,3696,4072.0
3377.0,60.0,3437,4097.0
4052.0,50.0,4102,4087.0
3071.0,15.0,3086,4052.0
3160.0,46.0,3206,4083.0
3302.0,53.0,3355,4090.0
4854.0,21.0,4875,4058.0
3877.0,42.0,3919,4079.0
3400.0,28.0,3428,4065.0
3143.0,79.0,3222,4116.0
3200.0,27.0,3227,4064.0
3369.0,41.0,3410,4078.0
3174.0,48.0,3222,4085.0
3175.0,79.0,3254,4116.0
3850.0,32.0,3882,4069.0
3765.0,60.0,3825,4097.0
2961.0,50.0,3011,4087.0
3810.0,64.0,3874,4101.0
2992.0,100.0,3092,4137.0
3505.0,32.0,3537,4069.0
