p_idle,d_idle,total_idle_time,d_total_time
2061.0,30.0,2091,2659.0
1729.0,21.0,1750,2650.0
2926.0,22.0,2948,2651.0
2573.0,17.0,2590,2646.0
2187.0,37.0,2224,2666.0
2672.0,15.0,2687,2644.0
2097.0,55.0,2152,2684.0
1899.0,21.0,1920,2650.0
1429.0,51.0,1480,2680.0
3099.0,13.0,3112,2642.0
2304.0,49.0,2353,2678.0
2340.0,66.0,2406,2695.0
1159.0,20.0,1179,2649.0
2304.0,45.0,2349,2674.0
2566.0,11.0,2577,2640.0
1610.0,43.0,1653,2672.0
2452.0,14.0,2466,2643.0
2680.0,11.0,2691,2640.0
1857.0,64.0,1921,2693.0
1944.0,64.0,2008,2693.0
1735.0,51.0,1786,2680.0
2396.0,10.0,2406,2639.0
1350.0,35.0,1385,2664.0
2444.0,9.0,2453,2638.0
2190.0,36.0,2226,2665.0
1377.0,30.0,1407,2659.0
1588.0,56.0,1644,2685.0
2208.0,10.0,2218,2639.0
2054.0,32.0,2086,2661.0
1310.0,49.0,1359,2678.0
2156.0,38.0,2194,2667.0
1891.0,31.0,1922,2660.0
2553.0,16.0,2569,2645.0
2075.0,29.0,2104,2658.0
1747.0,29.0,1776,2658.0
2631.0,34.0,2665,2663.0
2128.0,18.0,2146,2647.0
2447.0,33.0,2480,2662.0
2637.0,16.0,2653,2645.0
2436.0,3.0,2439,2632.0
1919.0,30.0,1949,2659.0
2187.0,38.0,2225,2667.0
1884.0,19.0,1903,2648.0
2788.0,26.0,2814,2655.0
1597.0,47.0,1644,2676.0
2355.0,21.0,2376,2650.0
1203.0,60.0,1263,2689.0
2828.0,10.0,2838,2639.0
2346.0,38.0,2384,2667.0
3478.0,25.0,3503,2654.0
2441.0,9.0,2450,2638.0
1657.0,22.0,1679,2651.0
2401.0,34.0,2435,2663.0
1561.0,20.0,1581,2649.0
2738.0,17.0,2755,2646.0
2177.0,31.0,2208,2660.0
2035.0,21.0,2056,2650.0
2486.0,58.0,2544,2687.0
2748.0,16.0,2764,2645.0
2249.0,36.0,2285,2665.0
2057.0,27.0,2084,2656.0
2183.0,19.0,2202,2648.0
1703.0,25.0,1728,2654.0
2104.0,7.0,2111,2636.0
2330.0,39.0,2369,2668.0
1418.0,55.0,1473,2684.0
2262.0,25.0,2287,2654.0
2323.0,22.0,2345,2651.0
2128.0,22.0,2150,2651.0
1565.0,27.0,1592,2656.0
2334.0,15.0,2349,2644.0
1179.0,26.0,1205,2655.0
2687.0,47.0,2734,2676.0
2089.0,36.0,2125,2665.0
1897.0,27.0,1924,2656.0
2643.0,16.0,2659,2645.0
1894.0,34.0,1928,2663.0
1464.0,23.0,1487,2652.0
1415.0,41.0,1456,2670.0
1345.0,22.0,1367,2651.0
2167.0,44.0,2211,2673.0
1821.0,16.0,1837,2645.0
1734.0,22.0,1756,2651.0
1666.0,51.0,1717,2680.0
2108.0,29.0,2137,2658.0
2001.0,24.0,2025,2653.0
2123.0,15.0,2138,2644.0
1842.0,12.0,1854,2641.0
2294.0,16.0,2310,2645.0
1779.0,43.0,1822,2672.0
1555.0,9.0,1564,2638.0
2085.0,30.0,2115,2659.0
1856.0,17.0,1873,2646.0
2457.0,31.0,2488,2660.0
2443.0,31.0,2474,2660.0
2111.0,26.0,2137,2655.0
2631.0,16.0,2647,2645.0
2173.0,30.0,2203,2659.0
2394.0,38.0,2432,2667.0
2186.0,37.0,2223,2666.0
