p_idle,d_idle,total_idle_time,d_total_time
1144.0,8.0,1152,1318.0
802.0,7.0,809,1317.0
1148.0,7.0,1155,1317.0
510.0,7.0,517,1317.0
1054.0,4.0,1058,1314.0
532.0,25.0,557,1335.0
552.0,26.0,578,1336.0
500.0,26.0,526,1336.0
447.0,14.0,461,1324.0
1144.0,3.0,1147,1313.0
694.0,1.0,695,1311.0
933.0,9.0,942,1319.0
987.0,18.0,1005,1328.0
929.0,1.0,930,1311.0
573.0,12.0,585,1322.0
810.0,9.0,819,1319.0
760.0,8.0,768,1318.0
1044.0,7.0,1051,1317.0
352.0,45.0,397,1355.0
958.0,8.0,966,1318.0
1165.0,3.0,1168,1313.0
1314.0,10.0,1324,1320.0
996.0,8.0,1004,1318.0
454.0,10.0,464,1320.0
558.0,27.0,585,1337.0
969.0,4.0,973,1314.0
1065.0,5.0,1070,1315.0
855.0,8.0,863,1318.0
981.0,0.0,981,1310.0
996.0,0.0,996,1310.0
1191.0,11.0,1202,1321.0
872.0,4.0,876,1314.0
530.0,18.0,548,1328.0
721.0,15.0,736,1325.0
778.0,27.0,805,1337.0
1032.0,11.0,1043,1321.0
900.0,12.0,912,1322.0
537.0,20.0,557,1330.0
1067.0,34.0,1101,1344.0
644.0,12.0,656,1322.0
1005.0,9.0,1014,1319.0
552.0,34.0,586,1344.0
1143.0,4.0,1147,1314.0
767.0,14.0,781,1324.0
1139.0,3.0,1142,1313.0
533.0,5.0,538,1315.0
984.0,26.0,1010,1336.0
410.0,22.0,432,1332.0
632.0,16.0,648,1326.0
766.0,25.0,791,1335.0
982.0,16.0,998,1326.0
547.0,9.0,556,1319.0
1135.0,3.0,1138,1313.0
782.0,10.0,792,1320.0
755.0,12.0,767,1322.0
1255.0,1.0,1256,1311.0
341.0,30.0,371,1340.0
773.0,6.0,779,1316.0
752.0,4.0,756,1314.0
562.0,19.0,581,1329.0
707.0,18.0,725,1328.0
1116.0,5.0,1121,1315.0
792.0,8.0,800,1318.0
580.0,9.0,589,1319.0
1018.0,5.0,1023,1315.0
855.0,3.0,858,1313.0
612.0,9.0,621,1319.0
525.0,5.0,530,1315.0
1155.0,5.0,1160,1315.0
732.0,7.0,739,1317.0
868.0,0.0,868,1310.0
632.0,18.0,650,1328.0
486.0,20.0,506,1330.0
571.0,1.0,572,1311.0
769.0,5.0,774,1315.0
423.0,30.0,453,1340.0
861.0,17.0,878,1327.0
718.0,3.0,721,1313.0
1260.0,26.0,1286,1336.0
708.0,5.0,713,1315.0
658.0,7.0,665,1317.0
1032.0,0.0,1032,1310.0
709.0,4.0,713,1314.0
1161.0,5.0,1166,1315.0
653.0,20.0,673,1330.0
980.0,11.0,991,1321.0
846.0,12.0,858,1322.0
798.0,6.0,804,1316.0
788.0,7.0,795,1317.0
967.0,24.0,991,1334.0
464.0,9.0,473,1319.0
1048.0,2.0,1050,1312.0
621.0,15.0,636,1325.0
571.0,17.0,588,1327.0
1253.0,3.0,1256,1313.0
731.0,29.0,760,1339.0
1046.0,2.0,1048,1312.0
557.0,37.0,594,1347.0
983.0,2.0,985,1312.0
735.0,17.0,752,1327.0
