p_idle,d_idle,total_idle_time,d_total_time
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1062,18,1080,1390
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1062,18,1080,1390
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1110,0,1110,1372
1076,17,1093,1389
1110,0,1110,1372
