p_idle,d_idle,total_idle_time,d_total_time
3238.0,81.0,3319,4033.0
2952.0,50.0,3002,4002.0
3502.0,45.0,3547,3997.0
2695.0,48.0,2743,4000.0
2629.0,88.0,2717,4040.0
3626.0,25.0,3651,3977.0
3336.0,68.0,3404,4020.0
2822.0,30.0,2852,3982.0
4106.0,27.0,4133,3979.0
3693.0,26.0,3719,3978.0
3985.0,23.0,4008,3975.0
2704.0,77.0,2781,4029.0
3070.0,41.0,3111,3993.0
3585.0,42.0,3627,3994.0
2066.0,52.0,2118,4004.0
2991.0,51.0,3042,4003.0
3541.0,59.0,3600,4011.0
3376.0,44.0,3420,3996.0
2917.0,24.0,2941,3976.0
2888.0,68.0,2956,4020.0
4421.0,63.0,4484,4015.0
4012.0,47.0,4059,3999.0
3171.0,48.0,3219,4000.0
3404.0,51.0,3455,4003.0
4594.0,48.0,4642,4000.0
2437.0,61.0,2498,4013.0
3705.0,38.0,3743,3990.0
2818.0,53.0,2871,4005.0
4391.0,32.0,4423,3984.0
4166.0,34.0,4200,3986.0
4238.0,48.0,4286,4000.0
3655.0,29.0,3684,3981.0
4254.0,14.0,4268,3966.0
3736.0,44.0,3780,3996.0
3573.0,43.0,3616,3995.0
2968.0,63.0,3031,4015.0
2229.0,53.0,2282,4005.0
4051.0,30.0,4081,3982.0
3055.0,32.0,3087,3984.0
3104.0,63.0,3167,4015.0
3927.0,15.0,3942,3967.0
4018.0,22.0,4040,3974.0
3920.0,36.0,3956,3988.0
3866.0,46.0,3912,3998.0
3004.0,60.0,3064,4012.0
3915.0,33.0,3948,3985.0
3706.0,59.0,3765,4011.0
4146.0,53.0,4199,4005.0
3062.0,54.0,3116,4006.0
2488.0,57.0,2545,4009.0
2513.0,51.0,2564,4003.0
4534.0,44.0,4578,3996.0
3404.0,32.0,3436,3984.0
3269.0,62.0,3331,4014.0
4684.0,44.0,4728,3996.0
3874.0,53.0,3927,4005.0
3379.0,71.0,3450,4023.0
3851.0,64.0,3915,4016.0
2878.0,66.0,2944,4018.0
2810.0,67.0,2877,4019.0
2641.0,61.0,2702,4013.0
3365.0,32.0,3397,3984.0
3625.0,52.0,3677,4004.0
3683.0,81.0,3764,4033.0
3559.0,24.0,3583,3976.0
3334.0,70.0,3404,4022.0
2322.0,40.0,2362,3992.0
3423.0,37.0,3460,3989.0
2952.0,70.0,3022,4022.0
3761.0,43.0,3804,3995.0
3190.0,41.0,3231,3993.0
3570.0,58.0,3628,4010.0
3299.0,67.0,3366,4019.0
3933.0,61.0,3994,4013.0
3412.0,50.0,3462,4002.0
4753.0,45.0,4798,3997.0
2800.0,39.0,2839,3991.0
4110.0,39.0,4149,3991.0
3104.0,41.0,3145,3993.0
2549.0,79.0,2628,4031.0
3941.0,26.0,3967,3978.0
3219.0,25.0,3244,3977.0
2932.0,60.0,2992,4012.0
4518.0,16.0,4534,3968.0
4654.0,39.0,4693,3991.0
3507.0,70.0,3577,4022.0
3740.0,51.0,3791,4003.0
2963.0,107.0,3070,4059.0
3044.0,53.0,3097,4005.0
2975.0,33.0,3008,3985.0
3371.0,41.0,3412,3993.0
2842.0,48.0,2890,4000.0
3674.0,64.0,3738,4016.0
4042.0,51.0,4093,4003.0
4976.0,21.0,4997,3973.0
3109.0,55.0,3164,4007.0
3123.0,43.0,3166,3995.0
3397.0,29.0,3426,3981.0
2840.0,47.0,2887,3999.0
4004.0,23.0,4027,3975.0
