p_idle,d_idle,total_idle_time,d_total_time
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
1760.0,3373.0,5133.0,9898.0
