p_idle,d_idle,total_idle_time,d_total_time
5926,1007,6933,8850
5313,135,5448,7978
5926,1007,6933,8850
5388,242,5630,8085
5926,1007,6933,8850
5926,1007,6933,8850
5313,135,5448,7978
5926,1007,6933,8850
5926,1007,6933,8850
5926,1007,6933,8850
5926,1007,6933,8850
5313,135,5448,7978
5926,1007,6933,8850
5313,135,5448,7978
5313,135,5448,7978
5715,218,5933,8061
5926,1007,6933,8850
5926,1007,6933,8850
5926,1007,6933,8850
5313,135,5448,7978
5926,1007,6933,8850
5926,1007,6933,8850
5926,1007,6933,8850
5926,1007,6933,8850
5313,135,5448,7978
5487,225,5712,8068
5313,135,5448,7978
5926,1007,6933,8850
5926,1007,6933,8850
5926,1007,6933,8850
5926,1007,6933,8850
5313,135,5448,7978
5313,135,5448,7978
5388,242,5630,8085
5313,135,5448,7978
5926,1007,6933,8850
5313,135,5448,7978
5926,1007,6933,8850
5313,135,5448,7978
5926,1007,6933,8850
5926,1007,6933,8850
5313,135,5448,7978
5926,1007,6933,8850
5926,1007,6933,8850
5313,135,5448,7978
5926,1007,6933,8850
5926,1007,6933,8850
5926,1007,6933,8850
5926,1007,6933,8850
5487,225,5712,8068
5926,1007,6933,8850
5313,135,5448,7978
5313,135,5448,7978
5926,1007,6933,8850
5926,1007,6933,8850
5487,225,5712,8068
5926,1007,6933,8850
5926,1007,6933,8850
5926,1007,6933,8850
5487,225,5712,8068
5926,1007,6933,8850
5313,135,5448,7978
5313,135,5448,7978
5926,1007,6933,8850
5926,1007,6933,8850
5926,1007,6933,8850
5926,1007,6933,8850
5487,225,5712,8068
5313,135,5448,7978
5313,135,5448,7978
5926,1007,6933,8850
5926,1007,6933,8850
5487,225,5712,8068
5926,1007,6933,8850
5313,135,5448,7978
5313,135,5448,7978
5487,225,5712,8068
5313,135,5448,7978
5926,1007,6933,8850
5926,1007,6933,8850
5487,225,5712,8068
5487,225,5712,8068
5313,135,5448,7978
5926,1007,6933,8850
5926,1007,6933,8850
5926,1007,6933,8850
5313,135,5448,7978
5313,135,5448,7978
5487,225,5712,8068
5926,1007,6933,8850
5313,135,5448,7978
5313,135,5448,7978
5313,135,5448,7978
5487,225,5712,8068
5926,1007,6933,8850
5313,135,5448,7978
5313,135,5448,7978
5313,135,5448,7978
5926,1007,6933,8850
5313,135,5448,7978
