p_idle,d_idle,total_idle_time,d_total_time
9458.0,4.0,9462,6636.0
8792.0,15.0,8807,6647.0
9374.0,12.0,9386,6644.0
9456.0,6.0,9462,6638.0
9303.0,13.0,9316,6645.0
9689.0,16.0,9705,6648.0
9255.0,14.0,9269,6646.0
9303.0,16.0,9319,6648.0
9187.0,16.0,9203,6648.0
9325.0,7.0,9332,6639.0
9244.0,9.0,9253,6641.0
9423.0,21.0,9444,6653.0
9337.0,19.0,9356,6651.0
9445.0,7.0,9452,6639.0
9410.0,11.0,9421,6643.0
9892.0,8.0,9900,6640.0
9655.0,14.0,9669,6646.0
9484.0,18.0,9502,6650.0
9462.0,12.0,9474,6644.0
8757.0,11.0,8768,6643.0
9161.0,15.0,9176,6647.0
9472.0,21.0,9493,6653.0
9825.0,14.0,9839,6646.0
9471.0,11.0,9482,6643.0
9144.0,7.0,9151,6639.0
9432.0,26.0,9458,6658.0
9408.0,7.0,9415,6639.0
9304.0,27.0,9331,6659.0
8980.0,15.0,8995,6647.0
9591.0,10.0,9601,6642.0
9491.0,10.0,9501,6642.0
9449.0,12.0,9461,6644.0
9578.0,19.0,9597,6651.0
9018.0,12.0,9030,6644.0
9306.0,13.0,9319,6645.0
9311.0,12.0,9323,6644.0
9313.0,13.0,9326,6645.0
9036.0,12.0,9048,6644.0
9097.0,13.0,9110,6645.0
9244.0,16.0,9260,6648.0
9099.0,20.0,9119,6652.0
9337.0,22.0,9359,6654.0
9370.0,15.0,9385,6647.0
9759.0,15.0,9774,6647.0
9408.0,10.0,9418,6642.0
8931.0,15.0,8946,6647.0
9780.0,12.0,9792,6644.0
9461.0,12.0,9473,6644.0
9723.0,6.0,9729,6638.0
9740.0,9.0,9749,6641.0
9291.0,20.0,9311,6652.0
9328.0,11.0,9339,6643.0
8758.0,13.0,8771,6645.0
9524.0,8.0,9532,6640.0
9412.0,11.0,9423,6643.0
9762.0,11.0,9773,6643.0
9059.0,11.0,9070,6643.0
9511.0,15.0,9526,6647.0
9498.0,10.0,9508,6642.0
9366.0,11.0,9377,6643.0
9741.0,19.0,9760,6651.0
9375.0,8.0,9383,6640.0
9366.0,17.0,9383,6649.0
9505.0,16.0,9521,6648.0
9157.0,6.0,9163,6638.0
9171.0,12.0,9183,6644.0
9879.0,8.0,9887,6640.0
9108.0,15.0,9123,6647.0
9795.0,12.0,9807,6644.0
9300.0,11.0,9311,6643.0
9017.0,9.0,9026,6641.0
9330.0,9.0,9339,6641.0
9319.0,8.0,9327,6640.0
9331.0,12.0,9343,6644.0
9192.0,17.0,9209,6649.0
9181.0,20.0,9201,6652.0
9324.0,13.0,9337,6645.0
9149.0,24.0,9173,6656.0
9225.0,17.0,9242,6649.0
8900.0,15.0,8915,6647.0
9371.0,10.0,9381,6642.0
8774.0,5.0,8779,6637.0
9355.0,17.0,9372,6649.0
9123.0,19.0,9142,6651.0
8974.0,10.0,8984,6642.0
9317.0,10.0,9327,6642.0
9338.0,12.0,9350,6644.0
9269.0,15.0,9284,6647.0
9388.0,13.0,9401,6645.0
9083.0,13.0,9096,6645.0
9297.0,19.0,9316,6651.0
9427.0,14.0,9441,6646.0
9142.0,22.0,9164,6654.0
9137.0,18.0,9155,6650.0
9043.0,16.0,9059,6648.0
9149.0,14.0,9163,6646.0
9852.0,13.0,9865,6645.0
9521.0,18.0,9539,6650.0
9477.0,9.0,9486,6641.0
9530.0,10.0,9540,6642.0
