p_idle,d_idle,total_idle_time,d_total_time
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
7316.0,512.0,7828.0,5766.0
